,Unnamed: 0,Unnamed: 0.1,Source,Target,Travel_time,Demand,Demand_per_minute,Routes,|V|,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14
55,55,43,0,8,27.0,2860.0,105.92592592592592,0-1-3-5-7-14-8*,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
51,51,44,0,8,33.0,2620.0,79.39393939393939,0-1-4-3-5-14-8*,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
54,54,40,0,8,24.0,2500.0,104.16666666666669,0-1-2-5-14-8*,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
73,73,64,0,9,42.0,8170.0,194.52380952380955,0-1-2-5-3-11-10-9*,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
86,86,55,0,9,26.0,8030.0,308.84615384615387,0-1-2-5-7-14-6-9*,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
85,85,58,0,9,28.0,7960.0,284.2857142857143,0-1-3-5-7-14-6-9*,8.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
77,77,60,0,9,32.0,7040.0,220.0,0-1-4-3-5-7-9*,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
76,76,61,0,9,34.0,7040.0,207.05882352941174,0-1-4-3-5-14-6-9*,8.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
103,103,82,0,10,40.0,9270.0,231.75,0-1-3-5-7-9-12-10*,8.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
109,109,78,0,10,38.0,9220.0,242.63157894736838,0-1-2-5-7-9-12-10*,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
104,104,76,0,10,37.0,8650.0,233.78378378378372,0-1-4-3-5-7-9-10*,8.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
119,119,68,0,10,30.0,7920.0,264.0,0-1-3-5-7-9-10*,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
113,113,73,0,10,32.0,7920.0,247.5,0-1-3-5-14-6-9-10*,8.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
134,134,109,0,11,40.0,8740.0,218.5,0-1-3-5-7-9-10-11*,8.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
135,135,1540,0,11,38.0,8660.0,227.89473684210535,0-1-2-5-7-9-10-11*,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
128,128,107,0,11,27.0,3070.0,113.70370370370372,0-1-2-5-3-11*,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
126,126,108,0,11,28.0,1610.0,57.5,0-1-4-3-11*,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
127,127,106,0,11,21.0,1280.0,60.95238095238096,0-1-3-11*,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
178,178,116,0,12,35.0,9270.0,264.85714285714283,0-1-3-5-7-9-10-12*,8.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
180,180,112,0,12,33.0,9220.0,279.3939393939394,0-1-2-5-7-9-10-12*,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
149,149,136,0,12,42.0,8210.0,195.47619047619045,0-1-4-3-5-7-9-12*,8.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
166,166,118,0,12,35.0,8050.0,230.0,0-1-3-5-7-9-13-12*,8.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
170,170,113,0,12,33.0,8040.0,243.63636363636363,0-1-2-5-7-9-13-12*,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
209,209,163,0,13,37.0,8050.0,217.5675675675676,0-1-3-5-7-9-12-13*,8.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
213,213,158,0,13,35.0,8040.0,229.7142857142857,0-1-2-5-7-9-12-13*,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
195,195,173,0,13,40.0,7490.0,187.25,0-1-4-3-5-7-9-13*,8.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
204,204,154,0,13,33.0,6800.0,206.0606060606061,0-1-3-5-7-9-13*,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
199,199,159,0,13,35.0,6800.0,194.28571428571428,0-1-3-5-14-6-9-13*,8.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
243,243,1875,0,14,32.0,8030.0,250.9375,0-1-2-5-7-9-6-14*,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
242,242,1876,0,14,34.0,7960.0,234.11764705882354,0-1-3-5-7-9-6-14*,8.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
231,231,198,0,14,26.0,3100.0,119.23076923076924,0-1-4-3-5-7-14*,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
234,234,194,0,14,17.0,3030.0,178.2352941176471,0-1-2-5-7-14*,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
232,232,196,0,14,19.0,2650.0,139.4736842105263,0-1-3-5-7-14*,6.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
245,245,207,1,2,17.0,1640.0,96.47058823529413,1-4-3-5-2*,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,246,206,1,2,10.0,1280.0,128.0,1-3-5-2*,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,244,205,1,2,2.0,100.0,50.0,1-2*,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,252,559,1,3,40.0,7750.0,193.75,1-2-5-7-9-10-11-3*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
249,249,209,1,3,9.0,1280.0,142.22222222222226,1-2-5-3*,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,247,210,1,3,10.0,380.0,38.0,1-4-3*,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,248,208,1,3,3.0,240.0,80.0,1-3*,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,256,213,1,4,13.0,1640.0,126.15384615384615,1-2-5-3-4*,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,212,1,4,7.0,380.0,54.28571428571429,1-3-4*,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,254,211,1,4,6.0,40.0,6.666666666666668,1-4*,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,261,1017,1,5,38.0,6940.0,182.63157894736838,1-3-11-10-9-7-5*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
260,260,1018,1,5,40.0,6940.0,173.5,1-3-11-10-9-6-14-5*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
257,257,216,1,5,14.0,1040.0,74.28571428571429,1-4-3-5*,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,259,214,1,5,5.0,820.0,164.0,1-2-5*,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,258,215,1,5,7.0,800.0,114.28571428571428,1-3-5*,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,269,226,1,6,41.0,7750.0,189.02439024390245,1-2-5-3-11-10-9-6*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
272,272,225,1,6,34.0,6700.0,197.05882352941174,1-4-3-5-14-7-9-6*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
278,278,1150,1,6,24.0,6120.0,255.0,1-3-5-7-9-6*,6.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
276,276,224,1,6,27.0,6120.0,226.66666666666663,1-3-5-14-7-9-6*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
279,279,1149,1,6,22.0,5910.0,268.6363636363636,1-2-5-7-9-6*,6.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
286,286,238,1,7,42.0,7750.0,184.52380952380955,1-2-5-3-11-10-9-7*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
292,292,1211,1,7,27.0,6120.0,226.66666666666663,1-3-5-14-6-9-7*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
293,293,1210,1,7,25.0,5910.0,236.4,1-2-5-14-6-9-7*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281,281,236,1,7,16.0,1570.0,98.125,1-4-3-5-7*,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,280,237,1,7,19.0,1570.0,82.63157894736842,1-4-3-5-14-7*,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
307,307,1266,1,8,34.0,6580.0,193.52941176470588,1-3-5-7-9-6-14-8*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
308,308,1265,1,8,32.0,6370.0,199.0625,1-2-5-7-9-6-14-8*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
297,297,249,1,8,26.0,1740.0,66.92307692307692,1-4-3-5-7-14-8*,7.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
299,299,245,1,8,17.0,1530.0,90.0,1-2-5-7-14-8*,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
298,298,247,1,8,19.0,1430.0,75.26315789473685,1-3-5-7-14-8*,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
315,315,269,1,9,44.0,7540.0,171.36363636363637,1-2-5-3-11-10-12-9*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
324,324,266,1,9,27.0,6700.0,248.14814814814807,1-4-3-5-7-14-6-9*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
328,328,262,1,9,20.0,6120.0,306.0,1-3-5-7-14-6-9*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
316,316,268,1,9,34.0,6120.0,180.0,1-2-5-3-11-10-9*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
329,329,259,1,9,18.0,5910.0,328.3333333333333,1-2-5-7-14-6-9*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
336,336,302,1,10,39.0,8030.0,205.89743589743588,1-4-3-5-7-9-12-10*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
355,355,290,1,10,32.0,8020.0,250.625,1-3-5-7-9-13-12-10*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
367,367,278,1,10,25.0,7700.0,308.0,1-3-5-7-14-6-9-10*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
357,357,284,1,10,30.0,7690.0,256.3333333333333,1-2-5-7-9-13-12-10*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
368,368,274,1,10,23.0,7450.0,323.9130434782609,1-2-5-7-14-6-9-10*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
372,372,314,1,11,39.0,7540.0,193.3333333333333,1-4-3-5-7-9-10-11*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
377,377,313,1,11,32.0,6940.0,216.875,1-3-5-7-9-10-11*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
375,375,1551,1,11,34.0,6940.0,204.11764705882354,1-3-5-14-6-9-10-11*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
373,373,1552,1,11,35.0,6940.0,198.28571428571428,1-3-5-14-7-9-10-11*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
378,378,1547,1,11,30.0,6580.0,219.3333333333333,1-2-5-7-9-10-11*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
411,411,342,1,12,34.0,8030.0,236.17647058823533,1-4-3-5-7-9-10-12*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
389,389,355,1,12,44.0,7540.0,171.36363636363637,1-2-5-3-11-10-9-12*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
422,422,320,1,12,27.0,7450.0,275.9259259259259,1-3-5-7-9-10-12*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
417,417,332,1,12,29.0,7450.0,256.8965517241379,1-3-5-14-6-9-10-12*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
414,414,337,1,12,30.0,7450.0,248.3333333333333,1-3-5-14-7-9-10-12*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
468,468,369,1,13,29.0,8020.0,276.55172413793105,1-3-5-7-9-10-12-13*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
469,469,364,1,13,27.0,7690.0,284.8148148148148,1-2-5-7-9-10-12-13*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
444,444,386,1,13,36.0,6830.0,189.72222222222226,1-4-3-5-7-9-12-13*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
434,434,394,1,13,42.0,6600.0,157.14285714285714,1-2-5-3-11-10-9-13*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
458,458,365,1,13,28.0,6580.0,235.0,1-3-5-7-14-6-9-13*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
478,478,1880,1,14,41.0,6940.0,169.26829268292684,1-3-11-10-9-7-5-14*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
485,485,1879,1,14,26.0,6120.0,235.38461538461544,1-3-5-7-9-6-14*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
486,486,1878,1,14,24.0,5910.0,246.25,1-2-5-7-9-6-14*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
474,474,402,1,14,18.0,1570.0,87.22222222222223,1-4-3-5-7-14*,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
477,477,398,1,14,9.0,1380.0,153.33333333333334,1-2-5-7-14*,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
492,492,564,2,3,38.0,6550.0,172.36842105263162,2-5-7-9-10-11-3*,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
491,491,565,2,3,40.0,6550.0,163.75,2-5-14-6-9-10-11-3*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
490,490,566,2,3,41.0,6550.0,159.75609756097558,2-5-14-7-9-10-11-3*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
487,487,563,2,3,12.0,620.0,51.66666666666666,2-1-4-3*,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,489,410,2,3,7.0,580.0,82.85714285714286,2-5-3*,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,497,414,2,4,16.0,1640.0,102.5,2-5-3-1-4*,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,496,413,2,4,11.0,900.0,81.81818181818181,2-5-3-4*,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,495,412,2,4,9.0,620.0,68.8888888888889,2-1-3-4*,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,494,411,2,4,8.0,260.0,32.5,2-1-4*,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,501,1019,2,5,40.0,7750.0,193.75,2-1-3-11-10-9-7-5*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
499,499,416,2,5,9.0,1280.0,142.22222222222226,2-1-3-5*,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,498,415,2,5,3.0,360.0,120.0,2-5*,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,505,425,2,6,49.0,7970.0,162.6530612244898,2-5-3-11-10-12-9-6*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
