,R_x,f_0,f_1,f_2,f_3,f_4,f_5,F_1,F_2,F_3,F_4
39,1-2-5-14-6*12-13-9-7-5-3-4*12-10-11*1-0*14-8*13-9*,0.04,0.05,0.05,0.14285714285714285,0.0625,0.16666666666666666,15.624113475177305,77,21.674001884640187,11.052380952380952
40,7-14-6*0-1-2-5-7-9-13-12*1-3-11*8-14*12-10*4-1*,0.1,0.14285714285714285,0.1,0.0625,0.08333333333333333,0.03333333333333333,15.5177304964539,69,18.41769825918762,15.061904761904763
41,9-13-12*0-1-2-5-7-9-10*8-14-5-3-11*9-6*1-4*10-9-7-5-2-1*,0.2,0.0625,0.2,0.05555555555555555,0.07142857142857142,0.05555555555555555,13.776273372018053,96,17.241289961002263,21.357142857142858
42,12-13-9-7-5-3*0-1-2-5-14-8*10-9-6*11-3-4*6-9*10-9-6-14-8*,0.0625,0.2,0.16666666666666666,0.2,0.07142857142857142,0.08333333333333333,13.09284332688588,103,17.099060895222763,26.86666666666667
43,9-7-5-3*12-10-9-6-14-8*2-1-3-11*0-1-4*9-13*13-9-7-5-3-4*,0.05,0.04,0.1,0.2,0.05,0.1,15.052224371373308,104,18.824613435587683,18.16
44,1-2-5-7-9-13*8-14-6-9-10-12*11-3-1-0*4-1*5-14-8*12-10-9-7-5-3*,0.14285714285714285,0.05,0.1111111111111111,0.14285714285714285,0.05555555555555555,0.0625,12.769181173436493,112,17.03696518715831,19.874603174603173
45,11-3-5-7*0-1-2-5-14-8*12-13-9-6-14*3-4*9-10*9-7-5-2*,0.16666666666666666,0.16666666666666666,0.2,0.08333333333333333,0.1,0.16666666666666666,13.493874919406835,81,15.600615438719888,26.933333333333334
46,12-9-7-5-2-1-0*6-14-5-3-4*13-12-10-11*8-14*14-6-9-13-12*13-9-7-5-3-4*,0.1111111111111111,0.1111111111111111,0.0625,0.0625,0.2,0.1111111111111111,13.64990328820116,116,16.09599469086636,26.725
47,9-7*12-13-9-6-14-8*7-5-2-1-0*5-3-4*12-10-11*7-5-3-4*,0.05555555555555555,0.1111111111111111,0.14285714285714285,0.0625,0.16666666666666666,0.1,16.490651192778852,83,18.468622236904398,19.174603174603174
48,14-5*12-13-9-7-5-2-1-0*6-14-8*11-10-12*4-3-11*9-10-12*,0.08333333333333333,0.1111111111111111,0.04,0.03333333333333333,0.1,0.03333333333333333,18.02901353965184,85,19.194523384417,13.1
49,8-14-6-9-13-12*10-9-7-5-2-1-0*4-3-5*3-11*8-14-5-3-4*0-1-3-11*,0.14285714285714285,0.05,0.1111111111111111,0.0625,0.05555555555555555,0.14285714285714285,12.58027079303675,113,18.491420170027645,21.6531746031746
50,9-13-12*0-1-2-5-7-9-10*8-14-5-3-11*14-6*4-3*7-14-8*,0.03333333333333333,0.14285714285714285,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,14.02127659574468,79,17.469875856717966,20.333333333333332
51,12-13-9-7-5-2*8-14-5-3-4*11-3-1-0*10-9-6*1-2-5-7-9-12*6-14*,0.07142857142857142,0.04,0.1,0.07142857142857142,0.1111111111111111,0.14285714285714285,13.295293359123146,102,18.235059966143616,16.84698412698413
52,13-9-7-5-2-1*12-10-9-6-14-8*0-1-3-11*1-4*1-2-5*12-13-9-6-14*,0.05,0.125,0.05,0.0625,0.1,0.125,14.444874274661508,101,19.767374351416905,17.65
53,4-3-5*12-13-9-7-5-2-1-0*10-9-6-14-8*3-11*10-9*4-1-2*,0.125,0.1111111111111111,0.08333333333333333,0.05555555555555555,0.07142857142857142,0.03333333333333333,13.871050934880722,86,17.209509913685007,15.358730158730156
54,0-1-2-5-7-9-13*12-10-9-6-14-8*11-3-5*4-1*9-10-12*9-6-14*,0.04,0.2,0.1,0.04,0.03333333333333333,0.07142857142857142,13.93552546744036,97,19.830821893018904,18.512380952380955
55,1-2-5-7-9-13-12*11-3-5-14-8*6-9-10*4-1-0*3-5-7-9-13*0-1*,0.125,0.03333333333333333,0.05555555555555555,0.2,0.2,0.1,14.076079948420373,106,17.365833018837964,25.250000000000004
56,10-9-7*12-13-9-6-14-8*7-5-2-1-0*11-3-1*4-1*14-5*,0.03333333333333333,0.08333333333333333,0.1111111111111111,0.03333333333333333,0.2,0.05,14.839458413926499,77,21.18289582757668,12.266666666666667
57,10-9-6-14*12-13-9-7-5-2-1-0*5-3-4*3-11*14-8*12-10-9-7*,0.1,0.14285714285714285,0.14285714285714285,0.04,0.04,0.07142857142857142,14.0180528691167,91,16.637531341786662,18.525714285714287
58,1-2*2-5-7-9-13-12*8-14-5-3-11*6-9-10*0-1-4*1-2*,0.16666666666666666,0.1111111111111111,0.125,0.14285714285714285,0.125,0.16666666666666666,15.375241779497099,78,17.235247183979975,19.623015873015877
59,7-5-2-1*11-3-5-14-6*6-9-13-12*0-1-4*10-11*8-14*,0.0625,0.0625,0.1111111111111111,0.03333333333333333,0.14285714285714285,0.16666666666666666,20.034816247582206,75,23.327369439071568,13.484920634920634
60,2-1-0*2-5-7-9-10-12*4-3-5-14-8*13-9-6*10-11*2-5*,0.16666666666666666,0.1,0.08333333333333333,0.05,0.1,0.1,13.88201160541586,80,17.571532540101202,15.2
61,0-1-2-5-7-9-13-12*11-3-5-14-6*1-4*14-8*9-10*13-9-7-5-3*,0.03333333333333333,0.07142857142857142,0.03333333333333333,0.03333333333333333,0.08333333333333333,0.04,13.724049000644746,93,22.06934748411125,8.440952380952382
62,12-10-11*12-13-9-7-5-2-1-0*4-3-5-14-8*6-9*7-9-10*6-9-13*,0.1111111111111111,0.03333333333333333,0.08333333333333333,0.03333333333333333,0.03333333333333333,0.14285714285714285,12.978078658929723,102,21.121231966194536,14.31904761904762
63,9-6-14*0-1-2-5-7-9-13-12*1-3-11*12-10*8-14*4-1*,0.125,0.05555555555555555,0.2,0.14285714285714285,0.05,0.05,15.80528691166989,74,21.067410603580818,13.945238095238096
64,4-3-5-7-9-12*0-1-2-5-14-8*13-12-10-11*6-14*6-9*2-5*,0.1,0.1111111111111111,0.0625,0.2,0.07142857142857142,0.05,14.613797549967762,81,18.020957002156564,15.158333333333335
65,14-7*0-1-2-5-7-9-10-12*6-14-8*5-3-4*11-10-12-13*12-13-9-6-14-8*,0.05555555555555555,0.07142857142857142,0.16666666666666666,0.1,0.08333333333333333,0.04,12.279819471308834,97,18.787475570540085,14.863174603174603
66,8-14*0-1-2-5-14-6*12-13-9-7-5-3-4*9-10-11*14-6-9-13*5-7-9-12*,0.04,0.125,0.16666666666666666,0.04,0.05,0.05,12.172147001934237,106,16.872568760344947,19.37333333333333
67,10-9-7-5-3-4*12-13-9-6-14-8*11-3-1-2*0-1*7-14-6*7-14-6*,0.04,0.0625,0.04,0.04,0.08333333333333333,0.125,14.19793681495809,81,23.496220800882046,8.721666666666668
68,0-1-4*12-10-9-7-5-3-4*8-14-6-9-13*10-11*2-5*12-13-9-7*,0.1,0.04,0.05,0.16666666666666666,0.05555555555555555,0.125,15.39458413926499,98,20.02539472233143,15.706666666666669
69,12-10-9-6-14-8*13-9-7-5-2-1-0*5-3-11*4-1*6-14-5-3*0-1-2-5-7-9-10*,0.08333333333333333,0.1,0.05555555555555555,0.03333333333333333,0.03333333333333333,0.04,12.64474532559639,115,17.192436608180422,15.495555555555555
70,0-1-2-5-7-9-10*12-13-9-6-14-8*4-3-5*10-11*9-10-12*3-1*,0.2,0.0625,0.1,0.04,0.0625,0.0625,12.731785944551902,86,16.07383774617817,18.6
71,12-13-9-7-5-2-1-0*11-3-5-14-6*3-4*10-12*14-8*8-14*,0.125,0.03333333333333333,0.05555555555555555,0.1,0.1111111111111111,0.05,15.414571244358479,77,19.045656862091203,13.538888888888888
72,4-3-5-7*0-1-2-5-14-6*7-9-13-12*12-10-11*8-14*7-9-10*,0.05555555555555555,0.14285714285714285,0.16666666666666666,0.125,0.125,0.0625,14.547388781431335,82,17.665740577926265,19.628968253968253
73,1-3-11*0-1-2-5-7-9-13-12*8-14-6-9-10*3-4*14-8*14-5-3-11*,0.04,0.125,0.05,0.1111111111111111,0.07142857142857142,0.04,12.748549323017409,97,18.406376267756972,14.88174603174603
74,7-5-3-11*6-14-5-2-1-0*6-9-13-12*9-10*8-14*1-4*,0.08333333333333333,0.05555555555555555,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.03333333333333333,16.06382978723404,70,22.3955641521599,10.9
75,11-3-5*0-1-2-5-7-9-10-12*13-9-6-14-8*4-1*12-9-7-5*3-5-7-9-10*,0.0625,0.08333333333333333,0.05555555555555555,0.03333333333333333,0.1111111111111111,0.1111111111111111,13.43584784010316,117,17.0291458975869,19.094444444444445
76,6-9-10*12-13-9-7-5-2-1-0*8-14-5-3-4*3-11*14-5-2-1-0*3-5-7*,0.1,0.0625,0.1111111111111111,0.05,0.03333333333333333,0.05,13.92134107027724,96,18.82119048419104,13.41388888888889
77,12-9-7-5-2-1*8-14-5-3-4*13-12-10-11*1-0*14-6*9-6*,0.03333333333333333,0.03333333333333333,0.125,0.1,0.125,0.08333333333333333,15.206963249516441,78,23.316364896768032,10.45
78,2-1-3*4-3-5-7-9-13-12*8-14-6-9-10*11-3*1-0*9-13-12*,0.05555555555555555,0.05,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.2,15.179883945841393,83,19.424610633860354,19.831746031746032
79,3-5*0-1-2-5-7-9-13-12*8-14-6-9-10*4-3-11*2-5-7*12-13-9-7-5-3-4*,0.14285714285714285,0.04,0.2,0.1,0.07142857142857142,0.07142857142857142,13.35912314635719,106,17.930252734639325,20.09714285714286
80,2-5-7-9-13-12*6-14-5-3-4*0-1-3-11*12-10*8-14*14-5-3*,0.03333333333333333,0.03333333333333333,0.07142857142857142,0.125,0.04,0.07142857142857142,16.84268214055448,77,24.77002586436252,8.29
81,11-3*4-3-5-7-9-10-12*8-14-5-2-1-0*13-9-6*1-2-5*8-14-6-9-12*,0.04,0.0625,0.05,0.04,0.0625,0.05,12.65183752417795,109,20.15986699142728,11.225000000000001
82,5-7-9-12*6-14-5-2-1-0*13-12-10-11*4-3-5*8-14*10-9-7-5-2-1-0*,0.08333333333333333,0.125,0.03333333333333333,0.05,0.03333333333333333,0.1,13.005157962604772,99,17.82227339248616,15.900000000000002
83,4-3*3-5-7-9-13-12*0-1-2-5-14-6*11-10-12*14-8*6-14-5-2-1-0*,0.16666666666666666,0.2,0.125,0.14285714285714285,0.2,0.05555555555555555,15.308188265635074,87,16.11401081188315,24.91904761904762
84,12-10-9-7-5-2-1-0*11-3-5-14-8*13-9-6*3-4*4-3-5-7-9-10-12*14-6-9-10*,0.07142857142857142,0.2,0.1,0.16666666666666666,0.0625,0.2,12.37137330754352,119,16.009909698986952,28.14761904761905
85,11-3-1*0-1-2-5-7-9-13-12*10-9-6-14-8*4-3*2-1-3-11*3-5-14-8*,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.08333333333333333,0.04,0.0625,12.847840103159252,102,17.33013079590054,18.630555555555556
86,12-9*0-1-2-5-7-9-10*4-3-5-14-8*6-9-13*11-10*10-11*,0.07142857142857142,0.05555555555555555,0.05,0.2,0.04,0.2,13.353320438426822,92,19.873563630415486,17.23968253968254
87,2-1-4*12-10-9-7-5-3-4*8-14-6-9-13*0-1*10-11*8-14-6-9-10-12*,0.1111111111111111,0.14285714285714285,0.125,0.16666666666666666,0.05,0.05555555555555555,16.107027724049,106,16.58084193820364,22.694444444444446
88,6-14-5-2-1-0*12-10-9-7-5-3-4*11-10-12-13*8-14*11-3-5-14-6*5-7-9-13-12*,0.05,0.16666666666666666,0.03333333333333333,0.14285714285714285,0.0625,0.2,12.509348807221148,110,16.81136853615633,24.92738095238095
89,14-6-9-10-12*0-1-2-5-7-9-13*11-3-5*1-4*8-14*0-1-2-5-7*,0.2,0.14285714285714285,0.05,0.05555555555555555,0.08333333333333333,0.05,14.135396518375241,93,16.322767270816914,21.357142857142854
90,8-14-5-3*0-1-2-5-7-9-10-12*11-3-4*6-9-13*5-7-9-10*10-9-6-14*,0.2,0.1,0.16666666666666666,0.03333333333333333,0.14285714285714285,0.1111111111111111,13.24822695035461,106,15.833251453947824,25.66349206349206
91,12-10-9-6*13-9-7-5-2-1-0*8-14-5-3-11*4-3*12-10-9-7-5*9-7-5-3*,0.1,0.03333333333333333,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.1111111111111111,13.395228884590587,111,17.862113878231813,22.006349206349203
92,12-9-7-5-2*4-3-5-14-8*0-1-3-11*10-9-6*13-9*7-5-3-11*,0.07142857142857142,0.03333333333333333,0.0625,0.03333333333333333,0.0625,0.125,15.27143778207608,99,21.342433314311375,12.977380952380951
93,0-1-2-5-7-9-13-12*6-14-5-3-11*10-11*4-1*14-8*1-2-5-7-9-13-12*,0.03333333333333333,0.16666666666666666,0.08333333333333333,0.14285714285714285,0.04,0.05,17.48033526756931,101,20.33558994197292,15.054285714285713
94,8-14-6-9-10-12*13-9-7-5-2-1-0*5-3-11*3-4*5-2*12-13-9-7-5-2*,0.08333333333333333,0.07142857142857142,0.2,0.16666666666666666,0.2,0.0625,13.8214055448098,102,17.13650136591768,19.936904761904763
95,2-1-0*2-5-7-9-13-12*8-14-5-3-4*11-10-9*14-6*0-1-2-5-7-9-13*,0.0625,0.14285714285714285,0.0625,0.2,0.1,0.07142857142857142,13.66602192134107,100,16.45463937013697,21.024999999999995
96,12-9-7-5*6-14-5-2-1-0*11-10-12-13*4-3-11*8-14*12-13-9-7-5-3-4*,0.1111111111111111,0.03333333333333333,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.07142857142857142,14.519019987105093,105,19.849935741101326,16.922222222222224
97,7-14-8*12-10-9-7-5-2-1-0*11-3-5*13-9-6*3-4*3-5-14-6*,0.16666666666666666,0.0625,0.07142857142857142,0.08333333333333333,0.05555555555555555,0.2,12.695035460992909,85,18.98522255171955,16.002777777777776
98,6-14-5-3*12-10-9-7-5-2-1-0*4-3-11*13-9*14-8*1-2-5-7*,0.05555555555555555,0.07142857142857142,0.05555555555555555,0.05,0.05,0.2,14.02321083172147,79,20.0736225906328,11.669841269841271
99,1-3-11*12-13-9-7-5-2-1-0*8-14-6-9-10*4-3*6-14-5-3-4*1-2-5*,0.08333333333333333,0.0625,0.14285714285714285,0.07142857142857142,0.05555555555555555,0.05555555555555555,12.482914248871696,90,18.77661200326279,15.148809523809524
100,13-9-6*0-1-2-5-7-9-10-12*11-3-5-14-8*1-4*2-5-14*12-9-7*,0.1,0.16666666666666666,0.14285714285714285,0.07142857142857142,0.05,0.07142857142857142,13.604771115409413,103,15.428968356253344,25.17142857142857
101,7-5-3-4*8-14-5-2-1-0*14-6-9-10-12*11-10*12-13*0-1-2-5-7-9-13-12*,0.0625,0.07142857142857142,0.04,0.05,0.04,0.16666666666666666,12.118633139909736,98,17.47544148805596,18.35857142857143
102,12-9-7-5-2-1*8-14-5-3-4*11-10-12-13*0-1*9-6*6-14*,0.0625,0.07142857142857142,0.14285714285714285,0.03333333333333333,0.2,0.04,15.206963249516441,78,21.754846028675818,14.189761904761903
103,5-14-8*0-1-2-5-7-9-10-12*13-9-6*4-3-5*11-3*14-6-9-12*,0.07142857142857142,0.07142857142857142,0.0625,0.1111111111111111,0.05555555555555555,0.07142857142857142,13.090909090909092,96,18.950226969042877,13.763888888888888
104,12-10*12-13-9-7-5-2-1-0*8-14-5-3-11*14-6*1-4*2-5-7-9-10*,0.07142857142857142,0.04,0.125,0.04,0.05,0.0625,14.002578981302385,89,20.346217231998235,12.614285714285714
105,3-5-14-8*12-13-9-7-5-2-1-0*4-3-11*6-9-10*4-3-5-7-9-10*3-5-7-9-10*,0.0625,0.14285714285714285,0.0625,0.1111111111111111,0.04,0.14285714285714285,13.205673758865249,116,15.634180127309035,22.988809523809522
106,5-7-9*8-14-6-9-10-12*5-2-1-0*11-3-1*13-12*3-4*,0.2,0.08333333333333333,0.2,0.0625,0.2,0.2,15.889748549323018,69,17.50821481397201,17.725
107,9-6-14-8*0-1-2-5-7-9-10-12*1-3-11*13-12*4-3*14-6-9-10*,0.04,0.16666666666666666,0.04,0.07142857142857142,0.05555555555555555,0.03333333333333333,14.25531914893617,83,17.22114276224528,15.063492063492063
108,0-1-2-5-7*8-14-5-3-11*14-6-9-13-12*4-1*10-11*14-5-3-4*,0.1,0.1,0.05555555555555555,0.05,0.1111111111111111,0.05555555555555555,19.16247582205029,86,21.114229117280633,14.155555555555555
109,4-3-5-7-9-12*0-1-2-5-14-8*11-10-12-13*9-6*11-3-1-0*13-9*,0.1,0.16666666666666666,0.05,0.05555555555555555,0.14285714285714285,0.16666666666666666,14.249516441005802,105,16.917534198484347,24.744444444444447
110,7-5-3*0-1-2-5-14-8*14-6-9-10-12*11-3-4*12-13*12-9-7*,0.0625,0.07142857142857142,0.07142857142857142,0.2,0.1111111111111111,0.0625,14.513862024500323,83,20.498269626354737,15.187301587301588
111,7-14*12-13-9-7-5-2-1-0*1-3-11*8-14-6*4-3*9-10*,0.05,0.16666666666666666,0.05,0.1,0.125,0.16666666666666666,14.963894261766603,67,17.402321083172147,17.166666666666668
112,12-13-9-7-5-2*4-3-5-14-8*11-3-1-0*10-9-6*4-3-5-14-8*9-10*,0.16666666666666666,0.08333333333333333,0.1111111111111111,0.1,0.03333333333333333,0.0625,15.55899419729207,99,16.813737859980943,19.791666666666664
113,3-1-0*12-10-9-7-5-2-1*8-14-6-9-13*11-3-4*7-14*12-10-11*,0.08333333333333333,0.0625,0.2,0.05555555555555555,0.04,0.14285714285714285,12.974210186976144,92,18.964892488562313,20.95960317460317
114,12-13-9*10-9-7-5-2-1-0*11-3-5-14-8*1-4*6-14*4-1-2*,0.03333333333333333,0.0625,0.03333333333333333,0.14285714285714285,0.0625,0.07142857142857142,14.249516441005802,79,21.873743665455045,8.940476190476192
115,0-1-3*12-13-9-7-5-3-4*8-14-6-9-10*10-11*5-2*0-1-2-5-7-9-13-12*,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.03333333333333333,0.04,0.1111111111111111,12.64990328820116,107,16.719159194303128,17.795555555555556
116,10-9-7*8-14-6-9-13-12*14-5-2-1-0*11-3-5*4-3*14-6*,0.0625,0.14285714285714285,0.2,0.0625,0.16666666666666666,0.14285714285714285,16.71631205673759,76,18.0035503041516,19.39404761904762
117,13-9-6-14-8*12-10-9-7-5-2-1-0*5-3-11*4-3*4-3*0-1-2-5-7-9-13-12*,0.16666666666666666,0.125,0.14285714285714285,0.16666666666666666,0.07142857142857142,0.1,13.63765312701483,113,14.893231965040476,29.08809523809524
