,R_x,f_0,f_1,f_2,f_3,f_4,f_5,F_1,F_2,F_3,F_4
27,3-5-7-9-10*8-14-6-9-13-12*5-2-1-0*11-3-4*3-1*3-5-7-9-13*,0.0625,0.2,0.04,0.125,0.0625,0.03333333333333333,13.8749194068343,98,19.111496106005468,19.556666666666665
28,3-5-7*0-1-2-5-14-6*6-9-10-12*4-3-11*8-14*13-12*,0.03333333333333333,0.04,0.0625,0.08333333333333333,0.07142857142857142,0.2,16.27659574468085,65,25.103255545228468,8.241190476190477
29,9-6-14-8*0-1-2-5-7-9-13-12*12-10-11*5-3-4*7-5-2*14-5*,0.2,0.08333333333333333,0.07142857142857142,0.0625,0.04,0.0625,14.313990973565442,81,18.42317249551292,16.21785714285714
30,12-10*12-13-9-7-5-2-1-0*8-14-5-3-4*6-9*10-11*3-5-14-8*,0.16666666666666666,0.14285714285714285,0.0625,0.1,0.07142857142857142,0.03333333333333333,15.250805931656995,89,17.107289038538703,17.298809523809524
31,4-3-5-7-9-10*0-1-2-5-14-6*13-12-10-11*14-8*12-13-9-7-5*1-2-5-7-9-10*,0.1111111111111111,0.03333333333333333,0.125,0.1111111111111111,0.0625,0.05,12.580915538362348,106,18.350702651780836,16.83888888888889
32,9-13*12-10-9-7-5-2-1-0*11-3-5-14-6*8-14*4-1*14-5-2-1*,0.08333333333333333,0.07142857142857142,0.08333333333333333,0.125,0.03333333333333333,0.125,13.646034816247582,82,19.302658064050718,13.614285714285714
33,7-9-10-12*7-5-2-1-0*4-3-5-14-6*11-10*8-14*9-13*,0.1,0.16666666666666666,0.05,0.05555555555555555,0.0625,0.0625,14.748549323017409,72,18.762004662004664,13.011111111111111
34,7-9-10*12-13-9-6-14-8*0-1-2-5-7*4-3-5*3-11*5-7-9-13*,0.05555555555555555,0.03333333333333333,0.0625,0.03333333333333333,0.125,0.2,14.606705351386202,91,19.92356747330317,15.352777777777778
35,6-9-10-12*13-9-7-5-2-1-0*8-14-5-3-4*3-11*1-2-5*10-9-7-5-3-4*,0.08333333333333333,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.04,0.125,13.192134107027725,105,15.37293324245805,24.649999999999995
36,12-10-9-7-5-2-1*13-9-6-14-8*11-3-1-0*3-4*1-4*10-9-7-5-2*,0.14285714285714285,0.07142857142857142,0.05555555555555555,0.14285714285714285,0.14285714285714285,0.03333333333333333,14.265635074145713,99,17.782482095248053,17.104761904761904
37,8-14-5-3-11*12-13-9-7-5-2-1-0*6-9-10*1-4*6-14-5-3-11*9-13-12*,0.05,0.0625,0.1,0.125,0.125,0.125,12.86073500967118,105,18.409108795894905,17.775
38,14-8*0-1-2-5-14-6*12-13-9-7-5-3-4*12-10-11*13-9-6*7-9-10*,0.05,0.05555555555555555,0.0625,0.0625,0.04,0.1,12.160541586073501,97,19.438866036145498,11.975
39,4-3-5-7-9-12*0-1-2-5-14-6*11-10-12-13*14-8*3-5-14-6*3-11*,0.16666666666666666,0.1,0.03333333333333333,0.2,0.07142857142857142,0.08333333333333333,14.75564152159897,90,17.379990482330903,20.21904761904762
40,12-10-9-7-5-3-4*0-1-2-5-14-6*12-13*11-10*14-8*12-13-9-7*,0.14285714285714285,0.2,0.04,0.125,0.05,0.16666666666666666,12.909735654416506,84,15.39774435127901,24.66
41,14-8*0-1-2-5-14-6*4-3-5-7-9-10-12*3-11*13-9*11-3*,0.125,0.16666666666666666,0.0625,0.1111111111111111,0.05,0.05555555555555555,13.51063829787234,82,18.802793896410922,15.633333333333333
42,6-14-5-2-1-0*4-3-5-7-9-10-12*10-11*14-8*13-9*9-6*,0.1111111111111111,0.2,0.03333333333333333,0.1111111111111111,0.05555555555555555,0.08333333333333333,12.17150225660864,79,15.826123975786597,19.700000000000003
43,4-3-5-7-9-10-12*0-1-2-5-14-8*13-9-6*11-10*6-14-5*7-9-10*,0.1,0.07142857142857142,0.16666666666666666,0.08333333333333333,0.05555555555555555,0.05,12.214700193423598,95,17.037243455188584,17.55079365079365
44,7-14*12-10-9-7-5-2-1-0*13-9-6*1-3-11*4-1*8-14*,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.04,0.0625,0.2,13.996131528046421,77,17.69961315280464,15.878888888888888
45,3-5-14-6*12-13-9-7-5-2-1-0*11-10-12*14-8*4-1*2-1-3-11*,0.03333333333333333,0.0625,0.03333333333333333,0.08333333333333333,0.04,0.0625,14.334622823984526,86,21.345524318795455,9.413333333333332
46,2-1*2-5-7-9-10-12*8-14-6-9-13*0-1-3-11*1-4*1-2-5-7-9-13-12*,0.05,0.05,0.14285714285714285,0.0625,0.08333333333333333,0.2,14.306254029658286,102,17.60657640232108,23.267857142857142
47,7-5-3-11*6-14-5-2-1-0*6-9-13-12*8-14*12-10*3-4*,0.16666666666666666,0.04,0.07142857142857142,0.05,0.04,0.1,17.551257253384914,68,24.15838064932094,11.201904761904764
48,2-1-4*4-3-5-7-9-10-12*8-14-6-9-13*3-11*1-0*2-1-3-11*,0.05,0.1,0.16666666666666666,0.0625,0.125,0.05555555555555555,14.82333978078659,94,17.95720323963852,19.650000000000002
49,7-9-10*8-14-6-9-13-12*0-1-2-5-14*5-3-11*1-4*0-1-3*,0.16666666666666666,0.0625,0.05,0.0625,0.03333333333333333,0.08333333333333333,16.252095422308187,87,19.919065761232105,13.291666666666668
50,6-9-13*12-10-9-7-5-2-1-0*11-3-5-14-8*1-4*14-6-9-10*12-9-7-5-3*,0.1111111111111111,0.0625,0.125,0.125,0.03333333333333333,0.16666666666666666,12.700193423597678,117,16.745379240516034,24.141666666666666
51,11-3-5-14*12-10-9-7-5-2-1-0*13-9-6*4-3*8-14*12-10-9-7-5*,0.0625,0.0625,0.08333333333333333,0.0625,0.1111111111111111,0.16666666666666666,13.888459058671824,97,17.714964650651307,17.694444444444443
52,12-13-9*0-1-2-5-7-9-10*6-14-5-3-4*10-11*14-8*10-12*,0.03333333333333333,0.1111111111111111,0.0625,0.1111111111111111,0.0625,0.2,12.980657640232108,74,17.92750031528755,13.73611111111111
53,3-5-14-6*12-10-9-7-5-2-1-0*4-3-11*14-8*9-13*14-6-9-12*,0.2,0.125,0.05555555555555555,0.05555555555555555,0.0625,0.05,13.051579626047712,91,17.067687206410614,17.194444444444443
54,10-12-13*13-9-7-5-2-1-0*11-3-5-14-6*4-3*14-8*13-9-6-14-8*,0.0625,0.07142857142857142,0.07142857142857142,0.04,0.2,0.16666666666666666,14.720180528691166,94,19.049631909032296,19.871190476190474
55,5-2-1*12-13-9-7-5-3-4*10-9-6-14-8*10-11*0-1*8-14-5-3*,0.08333333333333333,0.05555555555555555,0.05,0.14285714285714285,0.05555555555555555,0.08333333333333333,13.281108961960026,88,21.15084805219044,12.390476190476189
56,8-14-5-2*12-13-9-7-5-3-4*0-1-3-11*10-9-6*1-2*9-6*,0.05,0.0625,0.2,0.05,0.0625,0.14285714285714285,14.122501611863314,84,19.791843388361766,16.75
57,12-10-9-7-5-2-1-0*8-14-5-3-4*13-9-6*11-10*12-13-9-7*2-5-7-9-12*,0.14285714285714285,0.0625,0.2,0.0625,0.07142857142857142,0.04,12.836234687298518,118,15.78915755532689,23.465
58,11-3-5-14*12-10-9-7-5-2-1-0*6-14-8*4-1*9-13*4-3-5-14-8*,0.0625,0.05,0.2,0.03333333333333333,0.1,0.2,13.764667956157318,93,20.79888428356513,19.025000000000002
59,8-14-6-9-13-12*0-1-2-5-7-9-10*5-3-4*11-10*14-5-2*14-6*,0.07142857142857142,0.08333333333333333,0.05555555555555555,0.03333333333333333,0.0625,0.07142857142857142,12.50741457124436,81,19.014982039237356,11.115079365079364
60,12-9-7-5-2*4-3-5-14-6*11-10-12-13*0-1-3*8-14*1-2-5-7-9-13*,0.08333333333333333,0.03333333333333333,0.1,0.1,0.08333333333333333,0.03333333333333333,15.177304964539006,95,19.892502532928066,13.166666666666668
61,11-3-4*12-13-9-7-5-3*0-1-2-5-14-8*10-9-6*9-6-14*2-5-14*,0.16666666666666666,0.125,0.05,0.03333333333333333,0.2,0.05,13.245647969052225,89,18.414348063284233,18.06666666666667
62,2-5-7-9-10-12*4-3-5-14-8*0-1-3-11*6-9-13*0-1-2-5-14-6*5-7-9-13*,0.03333333333333333,0.1,0.16666666666666666,0.2,0.05,0.16666666666666666,12.593810444874274,114,17.206647439074022,26.133333333333336
63,10-9-6*12-13-9-7-5-2-1-0*11-3-5-14-8*1-4*2-5-7-9-10-12*3-1*,0.14285714285714285,0.04,0.14285714285714285,0.125,0.04,0.14285714285714285,13.165054803352676,102,18.98851846222815,17.408571428571427
64,12-10-9*0-1-2-5-7-9-13*6-14-5-3-11*14-8*4-1*10-9*,0.16666666666666666,0.05,0.1111111111111111,0.04,0.125,0.14285714285714285,13.990973565441651,79,20.456611406486775,14.224126984126984
65,3-5-7-9-13-12*0-1-2-5-14-8*11-10-9*4-1*9-6*12-13-9-7-5-2-1*,0.07142857142857142,0.2,0.0625,0.14285714285714285,0.1111111111111111,0.05555555555555555,13.209542230818826,101,16.31626408016016,20.951190476190476
66,2-5-14*4-3-5-7-9-10-12*0-1-3-11*8-14-6*13-9*12-9-7-5-2-1-0*,0.03333333333333333,0.08333333333333333,0.16666666666666666,0.1,0.1111111111111111,0.05555555555555555,13.429400386847195,106,17.651675531914893,19.511111111111113
67,13-12-10-11*0-1-2-5-7-9-13*4-3-5-14-8*9-6*10-9*8-14-6-9-10-12*,0.14285714285714285,0.03333333333333333,0.05555555555555555,0.07142857142857142,0.1,0.16666666666666666,12.151515151515152,106,19.5399504320382,20.034920634920635
68,5-14-6*12-13-9-7-5-2-1-0*5-3-4*11-10-9*8-14*3-5-7-9-10*,0.16666666666666666,0.08333333333333333,0.0625,0.05555555555555555,0.14285714285714285,0.07142857142857142,12.895551257253384,88,17.358531580348473,14.83333333333333
69,10-12*0-1-2-5-7-9-13-12*11-3-5-14-6*14-8*4-1*4-3-5-7-9-13*,0.05555555555555555,0.08333333333333333,0.125,0.1,0.07142857142857142,0.04,14.759509993552546,97,18.358966264420808,15.342698412698413
70,3-11*4-3-5-7-9-10-12*6-14-5-2-1-0*8-14*9-13*7-5-3*,0.04,0.1,0.125,0.05,0.05555555555555555,0.08333333333333333,13.51063829787234,78,17.935332462508477,13.58888888888889
71,12-13-9-7-5-2*4-3-5-14-6*11-3-1-0*14-8*12-10*13-9-7*,0.08333333333333333,0.125,0.08333333333333333,0.14285714285714285,0.14285714285714285,0.05,16.84268214055448,86,19.456286266924565,15.897619047619045
72,0-1-2-5-7-9-12*10-9-6-14-8*4-3-5*9-13*11-3*6-9-10-12*,0.2,0.05,0.2,0.1111111111111111,0.125,0.04,13.987105093488072,98,15.889912123600066,24.23777777777778
73,9-7-5-3*8-14-5-2-1-0*12-10-9-6*4-3-11*13-9*1-0*,0.0625,0.05,0.04,0.1,0.07142857142857142,0.05555555555555555,14.239845261121857,85,21.32100417116122,10.341746031746032
74,9-6-14-8*0-1-2-5-7-9-10-12*11-3-5*3-4*13-12*4-1-0*,0.125,0.05,0.05,0.2,0.03333333333333333,0.03333333333333333,13.579626047711153,84,21.109230910933036,11.616666666666667
75,12-9-7-5-2*4-3-5-14-6*13-12-10-11*0-1-4*8-14*9-13*,0.16666666666666666,0.04,0.14285714285714285,0.14285714285714285,0.05555555555555555,0.04,18.003223726627983,83,18.593354606029408,19.092698412698415
76,14-6-9-12*0-1-2-5-7-9-13*9-10-11*5-3-4*8-14*8-14-5-2-1*,0.05555555555555555,0.04,0.07142857142857142,0.08333333333333333,0.04,0.1,12.506769825918763,97,20.89355786993095,11.907301587301589
77,12-10-9-7-5-2-1*6-14-5-3-4*10-11*14-8*9-13*0-1*,0.16666666666666666,0.125,0.03333333333333333,0.14285714285714285,0.07142857142857142,0.03333333333333333,13.639587362991618,72,18.591876208897485,16.211904761904762
78,12-10-9-7-5-2-1*11-3-5-14-6*0-1-4*12-13*8-14*5-2-1-0*,0.05555555555555555,0.2,0.125,0.04,0.0625,0.07142857142857142,13.93036750483559,81,19.744640735868945,16.894920634920634
79,11-10-12*0-1-2-5-7-9-13-12*6-14-5-3-4*8-14*9-10-12*1-0*,0.1,0.05555555555555555,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.07142857142857142,13.106382978723405,87,20.13167714377821,13.342857142857142
80,12-10-9-6-14-8*0-1-2-5-7-9-13*1-3-11*1-4*5-7-9-12*12-13-9-7*,0.1,0.0625,0.1111111111111111,0.03333333333333333,0.05,0.04,14.0,115,18.58908864609206,16.00388888888889
81,0-1-2-5-7-9-10*8-14-6-9-13-12*5-3-4*10-11*9-6-14-8*12-9*,0.0625,0.125,0.2,0.0625,0.07142857142857142,0.2,13.307543520309478,100,18.296683683821016,21.128571428571426
82,5-14-8*0-1-2-5-7-9-13-12*5-3-11*6-9-10*4-1*8-14-5-2-1*,0.125,0.04,0.16666666666666666,0.0625,0.2,0.1,13.8214055448098,92,21.361901669492173,17.156666666666666
83,9-13*0-1-2-5-7-9-10-12*4-3-5-14-6*3-11*8-14*12-10-9-6-14-8*,0.0625,0.0625,0.04,0.04,0.05555555555555555,0.08333333333333333,12.645390070921986,99,19.36122690803542,12.35388888888889
84,12-13-9-6-14-8*10-9-7-5-2-1-0*1-3-11*3-4*12-9-7-5-2*8-14-6-9-10*,0.03333333333333333,0.05,0.125,0.04,0.05555555555555555,0.1,14.258542875564153,117,19.12626287751917,15.125555555555556
85,12-10-9-6-14-8*0-1-2-5-7-9-13*4-3-5*10-11*0-1-3*10-12-13*,0.16666666666666666,0.0625,0.1111111111111111,0.1,0.03333333333333333,0.04,12.786589297227595,94,17.702146562377028,17.94611111111111
86,12-13-9-7-5-3-4*0-1-2-5-14-8*11-10-9*6-9*6-9*9-7-5-3*,0.04,0.05,0.14285714285714285,0.05555555555555555,0.07142857142857142,0.07142857142857142,13.331399097356543,95,18.933006502931743,12.703492063492064
87,12-9-7-5*6-14-5-2-1-0*11-10-12-13*4-3-5*14-8*3-4*,0.0625,0.1111111111111111,0.2,0.04,0.125,0.1111111111111111,15.65183752417795,75,19.997935334911432,16.82888888888889
88,6-9-12*0-1-2-5-7-9-10*11-3-5-14-8*9-13*1-4*7-9-13*,0.14285714285714285,0.0625,0.2,0.05,0.2,0.1,13.888459058671824,100,17.973382869463496,24.757142857142856
89,4-3-5-7-9-10-12*6-14-5-2-1-0*13-12*8-14*11-3*5-2-1*,0.125,0.07142857142857142,0.05555555555555555,0.125,0.0625,0.05,13.627337201805286,71,17.84522181652686,13.543650793650793
90,1-2-5-7-9-10*8-14-6-9-13-12*0-1-3-11*3-4*10-9-6-14*3-5-7-9-13*,0.1111111111111111,0.14285714285714285,0.05,0.05555555555555555,0.1111111111111111,0.0625,13.62669245647969,108,17.83233414009115,20.564285714285713
91,12-13-9-7*7-5-2-1-0*8-14-6-9-10*1-3-11*4-1*0-1-3-11*,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.1,0.14285714285714285,0.03333333333333333,15.881366860090264,95,18.66802373158756,17.49206349206349
92,13-9-6-14-8*0-1-2-5-7-9-10-12*5-3-4*3-11*8-14-5*12-13-9-7-5-2-1*,0.14285714285714285,0.0625,0.0625,0.05555555555555555,0.08333333333333333,0.05,12.834300451321727,112,18.428530213255097,17.71230158730159
93,4-3-5-14*12-13-9-7-5-2-1-0*9-10-11*8-14-6*0-1-2-5*4-3-5-14-8*,0.03333333333333333,0.07142857142857142,0.03333333333333333,0.14285714285714285,0.1,0.04,13.627337201805286,101,19.408298543387787,13.424761904761903
94,1-2*12-13-9-7-5-2*10-9-6-14-8*11-3-1-0*4-1*4-1-0*,0.0625,0.07142857142857142,0.1,0.14285714285714285,0.2,0.1111111111111111,15.97163120567376,88,19.34163922661263,19.4468253968254
95,6-9-10*12-13-9-7-5-2-1-0*11-3-5-14-8*1-4*8-14-5-2-1-0*12-13-9-7-5-3*,0.125,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.05555555555555555,0.0625,13.534493874919407,124,15.301156393588487,24.833333333333332
96,12-9-7-5*0-1-2-5-14-8*13-12-10-11*5-3-4*6-14*2-5-14*,0.07142857142857142,0.05,0.05,0.0625,0.04,0.1111111111111111,16.093488072211475,77,21.438337891015806,9.450476190476191
97,3-5-7-9-10-12*6-14-5-2-1-0*11-3-4*9-13*14-8*6-14-5*,0.05555555555555555,0.125,0.1,0.0625,0.04,0.05,13.768536428110897,77,20.15957717709908,12.106666666666667
98,14-5-3-4*12-13-9-7-5-2-1-0*11-10-9*8-14-6*10-9-6*1-3*,0.16666666666666666,0.2,0.05,0.1111111111111111,0.1111111111111111,0.04,12.19471308833011,84,15.039177202538117,23.495555555555555
99,14-5-2-1*12-13-9-7-5-3-4*6-14-8*11-10-12*1-0*2-5-7-9-12*,0.07142857142857142,0.03333333333333333,0.07142857142857142,0.1,0.03333333333333333,0.04,16.13346228239845,92,22.5272572473733,9.811428571428571
100,1-2-5-7-9-13*12-10-9-6-14-8*0-1-3-11*4-3*10-9-7-5-3-4*2-1-4*,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.0625,0.16666666666666666,0.07142857142857142,13.232753062540297,106,18.248618545587412,21.242857142857144
101,9-7-5-2-1-0*12-13-9-6-14-8*11-3-5*10-12*3-4*6-14-5-2*,0.05555555555555555,0.1111111111111111,0.1,0.14285714285714285,0.03333333333333333,0.1111111111111111,14.620245003223726,81,19.45390070921986,14.82857142857143
102,8-14-6-9-10-12*13-9-7-5-2-1-0*5-3-11*1-4*10-9-7-5-2*3-4*,0.1,0.08333333333333333,0.125,0.1,0.05555555555555555,0.07142857142857142,13.593810444874274,100,16.94780095790734,17.83809523809524
103,0-1-2*2-5-7-9-10-12*13-9-6-14-8*4-3-5*3-11*4-3*,0.05555555555555555,0.125,0.03333333333333333,0.1,0.05,0.14285714285714285,14.741457124435847,80,19.36252483436463,12.270634920634919
104,5-3-11*0-1-2-5-7-9-13-12*10-9-6-14-8*4-3*14-6-9-10*14-6-9-12*,0.125,0.2,0.05555555555555555,0.05555555555555555,0.1,0.03333333333333333,13.987749838813668,106,15.682750082624926,23.655555555555555
105,7-5-3*0-1-2-5-14-6*12-13-9-7*9-10-11*14-8*3-4*,0.1111111111111111,0.16666666666666666,0.0625,0.07142857142857142,0.05555555555555555,0.14285714285714285,15.174725983236621,69,19.699605415860734,13.757936507936506
106,6-14*8-14-5-2-1-0*12-10-9-7-5-3-4*13-9*3-11*1-2-5*,0.03333333333333333,0.125,0.1111111111111111,0.16666666666666666,0.07142857142857142,0.05,13.952288845905867,77,17.156709956709957,16.95079365079365
107,8-14-6-9-12*0-1-2-5-7-9-13*5-3-4*12-10-11*13-9*13-9-7-5-2-1-0*,0.03333333333333333,0.125,0.14285714285714285,0.03333333333333333,0.0625,0.1,15.434558349451967,120,17.57051208114143,20.035714285714285
108,1-3-11*12-10-9-7-5-2-1-0*13-9-6-14-8*4-1*11-3*12-9*,0.05555555555555555,0.2,0.125,0.0625,0.1111111111111111,0.07142857142857142,13.907801418439716,97,15.803306299274945,25.295238095238094
109,11-3-5-14*0-1-2-5-7-9-13-12*6-9-10*8-14*4-1*10-9-6*,0.125,0.2,0.1111111111111111,0.03333333333333333,0.16666666666666666,0.2,14.034171502256608,88,15.415639155787167,27.450000000000006
110,7-9-12*8-14-6-9-13*7-5-2-1-0*5-3-11*12-10*4-3*,0.1111111111111111,0.04,0.04,0.03333333333333333,0.14285714285714285,0.08333333333333333,17.49129593810445,81,22.66534209428452,10.228571428571428
111,5-3-4*0-1-2-5-7-9-10-12*8-14-6-9-13*3-11*13-9*0-1-2-5-14-6*,0.16666666666666666,0.04,0.08333333333333333,0.07142857142857142,0.1111111111111111,0.2,12.555125725338492,102,18.151586136454515,19.879682539682538
112,9-13*12-10-9-7-5-2-1-0*4-3-5-14-8*14-6*3-11*7-14-6*,0.14285714285714285,0.14285714285714285,0.2,0.0625,0.14285714285714285,0.14285714285714285,13.48033526756931,76,15.950091922929571,23.564285714285717
113,0-1-2-5-14*12-13-9-7-5-3-4*10-9-6*11-10*8-14*0-1-4*,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.125,0.125,0.04,13.611218568665377,88,21.605035636135952,13.620000000000001
114,6-14-5-2-1-0*12-13-9-7-5-3-4*9-10-11*8-14*3-5-7-9-10-12*8-14-6*,0.16666666666666666,0.0625,0.0625,0.1111111111111111,0.2,0.05555555555555555,12.732430689877498,103,15.191261032674404,23.86388888888889
115,8-14-5-3-11*12-10-9-7-5-2-1-0*13-9-6*4-3*2-5-7-9-13*13-9*,0.2,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.04,0.03333333333333333,13.672469374597034,106,18.286157709100596,20.546666666666667
116,5-7-9-12*0-1-2-5-14-8*13-12-10-11*11-3-4*9-6*5-14*,0.05555555555555555,0.05,0.125,0.08333333333333333,0.07142857142857142,0.125,20.872340425531913,85,21.48432507209103,12.955555555555556
117,2-5-7-9*8-14-6-9-10-12*2-1-3-11*4-1-0*13-9*4-3-5-14-8*,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.1111111111111111,0.05555555555555555,0.2,13.691811734364926,96,17.739321050638928,21.314285714285713
118,13-9-7-5-2-1*8-14-6-9-10-12*11-3-1-0*1-4*11-10-12-13*6-14-5-2-1*,0.04,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.08333333333333333,0.07142857142857142,12.054158607350097,104,20.780148072594972,13.435238095238093
