,R_x,f_0,f_1,f_2,f_3,f_4,f_5,F_1,F_2,F_3,F_4
16,13-9-7-5-2-1-0*12-10-9-6-14-8*1-3-11*3-4*9-7-5-2-1*14-6-9*,0.03333333333333333,0.05,0.125,0.05555555555555555,0.14285714285714285,0.14285714285714285,14.39651837524178,99,20.047704639044692,15.318253968253968
17,1-3*0-1-2-5-7-9-10-12*13-9-6-14-8*4-3-11*5-3-4*12-13-9-7-5-2*,0.05555555555555555,0.1111111111111111,0.2,0.04,0.05555555555555555,0.05555555555555555,13.392005157962604,106,16.649191596493296,22.23111111111111
18,12-10-9-7-5-2-1-0*4-3-5-14-8*13-9-6*3-11*6-14*2-5*,0.05,0.1,0.04,0.05,0.03333333333333333,0.08333333333333333,13.095422308188265,82,21.551253671466437,9.933333333333334
19,4-3-5-7-9-13-12*0-1-2-5-14-6*11-10-9*8-14*4-3-5-7*6-9-10*,0.08333333333333333,0.0625,0.08333333333333333,0.1,0.2,0.04,12.219213410702773,91,18.277682795039745,15.976666666666667
20,6-14-5*0-1-2-5-7-9-10-12*5-3-11*9-13*4-3*8-14*,0.05,0.08333333333333333,0.07142857142857142,0.07142857142857142,0.05,0.125,13.797549967762734,72,19.46240080841145,11.542857142857143
21,12-13-9-7-5*0-1-2-5-14-6*1-3-11*10-12*4-1*8-14*,0.05555555555555555,0.2,0.16666666666666666,0.16666666666666666,0.125,0.05555555555555555,16.463571889103804,70,20.087749838813668,17.811111111111114
22,4-1*12-10-9-7-5-2-1-0*8-14-5-3-11*13-9-6*6-14*0-1-2-5-7-9-12*,0.05,0.03333333333333333,0.1,0.07142857142857142,0.03333333333333333,0.08333333333333333,13.001934235976789,114,18.07999878745906,15.576190476190476
23,14-5-2*12-10-9-7-5-3-4*0-1-3-11*13-9-6*8-14*9-13*,0.05555555555555555,0.14285714285714285,0.0625,0.08333333333333333,0.08333333333333333,0.14285714285714285,14.623468729851709,86,17.89154808221462,17.410714285714285
24,10-9-7-5-2-1-0*8-14-6-9-13-12*11-3-1*1-4*4-1-2*2-5-7-9-10-12*,0.03333333333333333,0.05,0.04,0.1,0.125,0.05555555555555555,13.809800128949066,105,20.691523841388282,11.362222222222222
25,9-10-11*12-13-9-7-5-2-1-0*8-14-5-3-4*9-6*11-3-5-14-6*14-6-9-10*,0.1,0.0625,0.03333333333333333,0.2,0.1111111111111111,0.16666666666666666,11.782076079948421,107,17.648323056484674,20.080555555555556
26,8-14-6-9-10-12*0-1-2-5-7-9-13*5-3-11*4-3*9-7-5-2-1*13-9-6-14*,0.0625,0.125,0.14285714285714285,0.04,0.0625,0.08333333333333333,14.029013539651837,108,16.81326578858494,20.153333333333332
27,10-12-13*0-1-2-5-7-9-10*11-3-5-14-8*4-3*6-9*4-3-5-14-8*,0.1111111111111111,0.2,0.2,0.2,0.08333333333333333,0.05555555555555555,13.969696969696969,90,15.340434809135523,27.633333333333336
28,8-14-5-3-4*0-1-2-5-7-9-13-12*11-10-9*6-9*8-14-6-9-13*9-7-5-3-4*,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1,0.16666666666666666,11.936814958091555,117,14.98288572429954,28.650793650793652
29,12-9-7-5-3*8-14-5-2-1-0*13-12-10-11*1-4*6-9*8-14-5-3-11*,0.05555555555555555,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.07142857142857142,0.07142857142857142,15.34816247582205,103,21.41842538944417,16.504761904761907
30,6-9-12*0-1-2-5-7-9-13*11-3-5-14-8*3-4*12-10*3-5-7-9-13-12*,0.07142857142857142,0.05555555555555555,0.16666666666666666,0.125,0.07142857142857142,0.125,15.05738233397808,106,17.808307462703354,21.920634920634917
31,5-7-9-10*8-14-6-9-13-12*0-1-2-5*4-3-5*3-11*10-9-6-14*,0.08333333333333333,0.08333333333333333,0.04,0.0625,0.1,0.05,14.642166344294004,87,20.449490985359564,12.44
32,14-5-3-11*12-13-9-7-5-2-1-0*6-9-10*14-8*1-4*2-1-3-11*,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.07142857142857142,0.05,0.1111111111111111,13.673758865248226,91,16.662696869650283,20.631746031746033
33,13-9-7-5-2-1*8-14-6-9-10-12*0-1-3-11*4-3*11-10-12-13*12-9-7-5-2*,0.03333333333333333,0.05,0.07142857142857142,0.03333333333333333,0.1,0.1,13.4461637653127,115,19.165791742375394,15.5
34,12-9-7-5-3-4*0-1-2-5-14-6*13-12-10-11*14-8*14-7*5-7-9-13-12*,0.08333333333333333,0.0625,0.03333333333333333,0.0625,0.04,0.05,14.925854287556415,93,19.666146902742646,11.209999999999999
35,0-1-2-5*12-13-9-7-5-3-4*10-9-6-14-8*11-10*7-5-3-11*14-6-9-13*,0.05555555555555555,0.2,0.05555555555555555,0.16666666666666666,0.125,0.14285714285714285,13.3571889103804,106,17.09907504650446,27.279365079365082
36,8-14-5-3-11*12-13-9-7-5-2-1-0*6-9-10*1-4*11-3-5-14*7-14-8*,0.03333333333333333,0.1,0.03333333333333333,0.125,0.07142857142857142,0.07142857142857142,13.751128304319794,103,18.602050825729062,14.423809523809526
37,14-5-3-4*12-10-9-7-5-2-1-0*6-14-8*11-10*12-13*12-9-7-5-3*,0.07142857142857142,0.05,0.08333333333333333,0.03333333333333333,0.04,0.125,13.588652482269504,90,19.663659141482704,13.364761904761906
38,4-3-5-7-9-13*0-1-2-5-14-6*11-10-12-13*8-14*9-6*4-3-5-14-6*,0.05,0.0625,0.04,0.0625,0.03333333333333333,0.04,14.47517730496454,89,21.862677624861,8.716666666666667
39,0-1-2-5*12-10-9-7-5-3-4*8-14-6-9-13*11-10*1-2-5-7-9-13-12*4-3-5-14-6*,0.2,0.05555555555555555,0.14285714285714285,0.04,0.0625,0.08333333333333333,11.689877498388137,114,16.589951648170075,21.54563492063492
40,1-2-5-7*8-14-5-3-4*12-13-9-6-14*11-10-9*1-0*2-1*,0.125,0.1,0.07142857142857142,0.03333333333333333,0.2,0.05,15.8214055448098,70,21.069466703509256,12.664285714285715
41,5-14-6*12-10-9-7-5-2-1-0*1-3-11*14-8*3-4*12-13*,0.08333333333333333,0.03333333333333333,0.03333333333333333,0.14285714285714285,0.05,0.14285714285714285,14.352675693101226,65,25.405821129225384,7.157142857142857
42,3-5-14-6*12-10-9-7-5-2-1-0*4-3-11*9-13*8-14*9-6-14-8*,0.1,0.07142857142857142,0.1111111111111111,0.125,0.0625,0.03333333333333333,12.945196647324307,89,19.35766651248844,13.758730158730158
43,11-10-12-13*10-9-7-5-2-1-0*8-14-5-3-4*6-9*5-7-9-13*4-3-5-7-9*,0.08333333333333333,0.1111111111111111,0.14285714285714285,0.04,0.16666666666666666,0.1111111111111111,12.836234687298518,107,15.939195916308268,25.044126984126983
44,13-9-7-5-3*0-1-2-5-14-6*11-10-12-13*4-3*14-8*7-14-6*,0.125,0.04,0.03333333333333333,0.0625,0.05,0.05,15.36428110896196,73,20.98889186606788,9.773333333333333
45,4-3*12-10-9-7-5-3*8-14-5-2-1-0*13-9-6*3-11*1-2-5-7-9-12*,0.07142857142857142,0.1,0.125,0.04,0.1,0.125,13.59832366215345,102,16.65889032165628,20.82142857142857
46,1-2-5-7-9-13-12*6-14-5-3-11*0-1-4*8-14*12-10*0-1-2-5-7-9-13-12*,0.04,0.0625,0.04,0.08333333333333333,0.125,0.1,15.311411992263055,104,18.426837422649644,14.678333333333335
47,11-3-1-2*4-3-5-7-9-13-12*8-14-6-9-10*0-1*2-1-4*8-14-5-3-11*,0.03333333333333333,0.16666666666666666,0.125,0.07142857142857142,0.0625,0.0625,13.952933591231464,106,17.664605329522896,21.101190476190474
48,13-12*0-1-2-5-7-9-10-12*6-14-5-3-11*1-4*14-8*8-14-5*,0.16666666666666666,0.05555555555555555,0.03333333333333333,0.0625,0.16666666666666666,0.07142857142857142,13.611218568665377,79,21.863405610749663,10.588095238095237
49,8-14-5*12-13-9-7-5-2-1-0*5-3-4*11-10-12*9-6*8-14-5-2-1*,0.14285714285714285,0.2,0.2,0.0625,0.08333333333333333,0.16666666666666666,14.96067053513862,90,15.699814002510553,27.917857142857144
50,7-14-8*0-1-2-5-7-9-10-12*1-3-11*6-9-13*4-1*6-14-5-2-1*,0.04,0.04,0.125,0.05555555555555555,0.1,0.1,12.75886524822695,87,22.001765606156997,11.556666666666668
51,13-9-7*8-14-6-9-10-12*0-1-2-5-14*4-3-5*11-10*9-7-5-2-1*,0.1,0.1,0.0625,0.125,0.1111111111111111,0.07142857142857142,12.520309477756287,92,17.599640788419673,16.965079365079365
52,12-10-9-7-5-2-1-0*8-14-5-3-4*6-9-13*10-11*12-10-9-6*2-5-7-9-12*,0.05,0.125,0.16666666666666666,0.03333333333333333,0.2,0.07142857142857142,12.93745970341715,117,17.114574815905414,23.80238095238095
53,11-10-12-13*0-1-2-5-7-9-13*8-14-5-3-4*9-6*7-14-6*14-6-9-13*,0.16666666666666666,0.16666666666666666,0.1,0.08333333333333333,0.125,0.1,14.386202450032238,95,16.054826091138686,25.366666666666667
54,4-1-2*12-10-9-7-5-3-4*8-14-6-9-13*11-3-1-0*2-5-7-9-13-12*2-5-7-9-10*,0.04,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.07142857142857142,13.48936170212766,123,20.117338876379442,15.811428571428571
55,5-2*4-3-5-7-9-10-12*13-9-6-14-8*11-3-1-0*12-9-6*8-14-5-2-1*,0.1,0.16666666666666666,0.07142857142857142,0.16666666666666666,0.05,0.1111111111111111,12.600257898130238,110,15.418983864556761,25.76031746031746
56,13-9-7-5-2-1*8-14-6-9-10-12*11-3-1-0*1-4*3-5-14-6*12-10-9-6-14-8*,0.08333333333333333,0.04,0.14285714285714285,0.0625,0.1111111111111111,0.05555555555555555,13.047711154094133,113,17.784623853490757,17.743333333333332
57,0-1-3*12-13-9-7-5-2-1*8-14-6-9-10*11-3-4*1-2*14-5*,0.14285714285714285,0.08333333333333333,0.08333333333333333,0.0625,0.125,0.05555555555555555,14.354609929078014,77,19.158059316569954,13.559523809523808
58,4-1-0*12-13-9-7-5-2-1*11-3-5-14-8*10-9-6*12-9-7-5-3-4*11-10-12*,0.2,0.2,0.125,0.1111111111111111,0.05,0.05,12.611863313990973,119,14.995724029781258,28.81666666666667
59,10-9-6-14-8*12-13-9-7-5-2-1-0*11-3-1*4-3*13-9-7-5-3-4*7-5-3-11*,0.16666666666666666,0.05,0.04,0.04,0.08333333333333333,0.16666666666666666,13.052224371373308,114,17.50088000747125,21.659999999999997
60,0-1-2-5*12-13-9-7-5-3-4*10-9-6-14-8*3-11*8-14-6-9-13*6-9-12*,0.04,0.08333333333333333,0.08333333333333333,0.03333333333333333,0.04,0.04,14.029658284977433,115,19.95076896641316,13.399999999999999
61,8-14-6-9-13-12*0-1-2-5-7-9-10*5-3-4*11-10*2-5-7-9*1-3-11*,0.05555555555555555,0.16666666666666666,0.0625,0.1,0.2,0.05555555555555555,12.797549967762734,99,16.275517142931474,21.977777777777774
62,4-3-5-7-9-10*0-1-2-5-14-8*6-9-13-12*11-3*0-1-2*10-9-6-14*,0.1111111111111111,0.1111111111111111,0.07142857142857142,0.16666666666666666,0.2,0.04,12.897485493230175,98,16.73283229188953,21.326349206349207
63,2-1-4*4-3-5-7-9-13-12*10-9-6-14-8*11-10*1-0*1-4*,0.1111111111111111,0.1,0.08333333333333333,0.2,0.1,0.1111111111111111,16.51063829787234,82,18.36067053513862,17.977777777777778
64,0-1-2-5-7-9-10*8-14-6-9-13-12*5-3-4*10-11*6-14-5*12-9-6-14*,0.1,0.16666666666666666,0.14285714285714285,0.125,0.05,0.07142857142857142,12.265635074145713,97,16.175919101648578,22.6
65,8-14-6-9-10-12*0-1-2-5-7-9-13*11-3-5*4-3*10-9-7-5-2*13-12*,0.14285714285714285,0.2,0.16666666666666666,0.14285714285714285,0.1,0.1,13.73758865248227,96,14.778335924956702,29.92380952380952
66,0-1-2-5-7-9*12-13-9-6-14-8*12-10-11*4-3-11*14-6-9*11-3-5-14-6*,0.03333333333333333,0.03333333333333333,0.14285714285714285,0.0625,0.05,0.1,13.688588007736945,107,21.99715567693324,14.06904761904762
67,0-1-2-5-7-9*8-14-6-9-10-12*11-3-1*12-13*4-1*10-9-7-5-2-1-0*,0.1,0.16666666666666666,0.16666666666666666,0.2,0.03333333333333333,0.2,14.111540941328176,99,15.223535158157981,30.333333333333336
68,11-3-1*0-1-2-5-7-9-10-12*13-9-6-14-8*3-4*11-3-5-14*7-14-8*,0.125,0.05555555555555555,0.1111111111111111,0.08333333333333333,0.0625,0.14285714285714285,12.487427466150871,102,19.83431770983894,18.121031746031743
69,7-14-8*0-1-2-5-7-9-13-12*1-3-11*10-9-6*3-4*8-14-5-3*,0.1111111111111111,0.04,0.05555555555555555,0.1,0.05555555555555555,0.08333333333333333,13.700838168923275,87,22.09576079498418,11.651111111111112
70,12-10-9*0-1-2-5-7-9-13*8-14-5-3-4*11-3*9-6*7-14-6*,0.04,0.05555555555555555,0.1111111111111111,0.125,0.05555555555555555,0.05,13.170857511283042,81,21.032027036653716,12.144444444444444
71,4-3-5-7-9-10*0-1-2-5-14-8*12-13-9-6*11-10*14-5-3*6-14-8*,0.03333333333333333,0.05555555555555555,0.2,0.07142857142857142,0.125,0.04,12.497743391360412,91,20.17018468562744,14.97857142857143
72,0-1-2*12-13-9-7-5-2*10-9-6-14-8*11-3-5*3-4*12-9-7-5-2-1*,0.04,0.16666666666666666,0.07142857142857142,0.0625,0.08333333333333333,0.08333333333333333,14.461637653127015,98,18.744378808208594,18.192857142857143
73,7-14-6*12-10-9-7-5-2-1-0*11-3-1*13-12*3-4*8-14*,0.16666666666666666,0.1,0.14285714285714285,0.1,0.1111111111111111,0.05555555555555555,14.190199871050934,64,18.554287556415215,13.825396825396826
74,12-10-9-7*8-14-6-9-13*14-5-2-1-0*5-3-11*1-4*12-9-6-14*,0.125,0.2,0.05,0.2,0.0625,0.0625,16.551257253384914,98,18.5620609797686,24.825000000000003
75,12-9-6*10-9-7-5-2-1-0*8-14-5-3-4*3-11*12-13*2-5*,0.1111111111111111,0.08333333333333333,0.125,0.05555555555555555,0.125,0.1111111111111111,14.182462927143778,79,18.221009486966935,15.47222222222222
76,12-10-9-7-5-3-4*0-1-2-5-14-6*12-13*14-8*11-10*3-11*,0.125,0.1111111111111111,0.125,0.125,0.0625,0.0625,12.933591231463572,76,16.815683430045134,16.0
77,12-13-9-7-5-3-4*8-14-5-2-1-0*11-10-9*6-14*4-3-5-14-6*7-9-10-12*,0.07142857142857142,0.05,0.1111111111111111,0.16666666666666666,0.2,0.125,12.813023855577047,100,17.897149534627285,20.1
78,7-9-12*10-9-6-14-8*7-5-2-1-0*11-3-5*3-4*12-13*,0.03333333333333333,0.1,0.04,0.1111111111111111,0.1111111111111111,0.0625,16.10896196002579,75,22.688052774301212,11.05
79,5-7-9-10-12*0-1-2-5-14-8*4-3-5*13-9-6*11-3*12-13-9-7-5-3*,0.16666666666666666,0.2,0.16666666666666666,0.03333333333333333,0.14285714285714285,0.16666666666666666,13.742101869761445,101,15.007126633843269,30.79047619047619
80,8-14-6-9-13-12*0-1-2-5-7-9-10*1-3-11*4-1*1-2-5-7-9-13*11-3-5-14*,0.125,0.05555555555555555,0.04,0.05,0.2,0.03333333333333333,12.670535138620245,114,17.83136700820243,21.834444444444443
81,0-1-2-5-7-9-13-12*11-3-5-14-6*12-10*3-4*14-8*0-1-2-5-14*,0.2,0.16666666666666666,0.03333333333333333,0.14285714285714285,0.07142857142857142,0.14285714285714285,15.375886524822695,85,16.263322256939276,26.72380952380952
82,12-10-11*0-1-2-5-7-9-13-12*8-14-5-3-4*14-6*12-9-7-5-3-4*14-7*,0.03333333333333333,0.14285714285714285,0.04,0.14285714285714285,0.0625,0.0625,14.867182462927143,99,17.82333654396928,16.27
83,2-1*12-10-9-7-5-2*4-3-5-14-8*6-9-13*0-1-3-11*10-9-6-14*,0.1,0.07142857142857142,0.08333333333333333,0.05555555555555555,0.05,0.05,13.559638942617665,94,20.174304806571833,12.019047619047619
84,3-5*0-1-2-5-7-9-10-12*8-14-6-9-13*11-3-4*0-1-2-5-7*1-2-5-7-9-10*,0.125,0.1111111111111111,0.14285714285714285,0.2,0.2,0.05555555555555555,14.090264345583494,111,15.32286299022276,29.298412698412697
85,8-14-6-9-10-12*0-1-2-5-7-9-13*4-3-5*11-3*12-13-9-6-14*11-3-4*,0.1111111111111111,0.07142857142857142,0.125,0.1111111111111111,0.04,0.07142857142857142,13.927788523533204,109,18.135479691013067,18.170793650793648
86,4-3-5-7-9-13*8-14-5-2-1-0*12-10-9-6*10-11*0-1-2-5-14*4-3-5-7-9-13-12*,0.08333333333333333,0.0625,0.04,0.16666666666666666,0.14285714285714285,0.03333333333333333,13.252095422308189,121,17.380205636090558,18.464761904761907
87,4-3-5-7-9-13*6-14-5-2-1-0*13-12-10-11*14-8*8-14-6-9-13-12*13-9-7-5-2-1-0*,0.05555555555555555,0.1,0.05555555555555555,0.08333333333333333,0.07142857142857142,0.03333333333333333,13.440361057382335,127,18.020148631321806,15.634920634920636
88,2-5-7-9-13*8-14-6-9-10-12*2-1-3-11*4-1-0*2-5-7-9-10-12*3-4*,0.16666666666666666,0.14285714285714285,0.2,0.05,0.03333333333333333,0.1,15.068343004513217,104,17.328678504423188,24.447619047619046
89,0-1-2-5-7-9*12-13-9-6-14-8*5-3-11*3-4*10-11*13-9-7-5-2*,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.05,0.0625,0.1,17.932946486137975,99,17.942120665652173,19.072222222222223
90,1-2-5-14-6*12-10-9-7-5-3-4*8-14*13-12-10-11*1-0*3-1-2*,0.16666666666666666,0.05555555555555555,0.1,0.04,0.16666666666666666,0.16666666666666666,13.344294003868471,76,19.750583269608505,13.737777777777776
91,13-9-6-14-8*0-1-2-5-7-9-10-12*1-3-11*4-3*2-5-14-6*10-11*,0.125,0.0625,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.1,12.163765312701482,93,18.674765414103224,17.803571428571427
92,0-1-2-5-7-9-13-12*11-3-5-14-6*4-3*8-14*10-11*12-13-9-7-5-3-4*,0.1,0.0625,0.1111111111111111,0.125,0.03333333333333333,0.0625,16.960025789813024,102,17.76186401695745,16.03055555555556
93,6-9-13*0-1-2-5-7-9-10-12*8-14-5-3-4*11-10*1-2-5-7-9-10*13-9-7-5-3*,0.07142857142857142,0.07142857142857142,0.04,0.03333333333333333,0.05555555555555555,0.0625,12.73758865248227,119,17.729827132129163,14.016031746031747
94,9-7-5-2-1-0*8-14-6-9-13-12*11-3-5*9-10*4-1*7-14-8*,0.0625,0.2,0.14285714285714285,0.2,0.14285714285714285,0.125,13.366860090264346,85,18.128381331896595,23.889285714285716
95,9-10-11*0-1-2-5-7-9-13-12*4-3-5-14-6*14-8*3-4*5-2*,0.04,0.125,0.0625,0.08333333333333333,0.1111111111111111,0.04,13.195357833655706,76,18.24463577099167,13.537222222222223
96,4-3-11*3-5-7-9-10-12*8-14-5-2-1-0*13-9-6*3-5-7-9-10-12*7-9-13-12*,0.16666666666666666,0.1111111111111111,0.04,0.03333333333333333,0.07142857142857142,0.05,13.81624758220503,119,18.42416911745998,18.14857142857143
97,2-5-7-9-13-12*8-14-5-3-11*10-9-6*0-1-2*1-4*9-7-5*,0.2,0.0625,0.04,0.1111111111111111,0.125,0.05,14.885235332043843,86,18.053115358595914,18.00722222222222
98,12-9*10-9-7-5-2-1-0*4-3-5-14-8*6-9-13*10-11*12-13-9-6-14*,0.05,0.05555555555555555,0.07142857142857142,0.04,0.08333333333333333,0.16666666666666666,12.53191489361702,101,19.030223967007597,16.02539682539682
99,12-13-9-7-5*6-14-5-2-1-0*5-3-4*11-10-12*8-14*14-5-2*,0.05555555555555555,0.125,0.1111111111111111,0.0625,0.03333333333333333,0.125,15.388781431334623,75,20.345390070921987,12.408333333333333
100,0-1-2-5-7-9-13*8-14-6-9-10-12*11-3-5*1-4*14-5-2-1-0*10-9*,0.05,0.04,0.08333333333333333,0.05,0.14285714285714285,0.1,12.974210186976144,99,19.682678676826004,13.764761904761905
101,4-3-5-7-9-10-12*6-14-5-2-1-0*13-12-10-11*14-8*12-10-9*11-3*,0.05,0.03333333333333333,0.14285714285714285,0.05,0.1,0.05,12.878787878787879,91,21.383820561609873,12.657142857142858
102,1-2-5-7-9-13-12*8-14-5-3-11*10-9-6*4-1-0*10-9-7-5-2-1*2-5-14*,0.125,0.08333333333333333,0.03333333333333333,0.08333333333333333,0.08333333333333333,0.14285714285714285,14.11798839458414,102,17.189822221243425,18.597619047619048
103,7-9*8-14-6-9-13-12*0-1-2-5-7*5-3-11*10-9*4-3*,0.1111111111111111,0.1,0.03333333333333333,0.14285714285714285,0.04,0.125,15.970341715022567,73,21.412285135245924,13.577777777777778
104,0-1*12-10-9-7-5-2-1*6-14-5-3-4*8-14*13-12*11-3*,0.2,0.05,0.03333333333333333,0.1,0.16666666666666666,0.05,14.47517730496454,66,22.405931656995488,9.833333333333332
105,2-5-7-9-13*8-14-6-9-10-12*11-3-1-2*0-1-4*5-2-1*9-12*,0.04,0.05555555555555555,0.125,0.1111111111111111,0.05555555555555555,0.0625,15.197292069632494,92,21.627893802895198,13.346666666666666
106,5-7-9-12*6-14-5-2-1-0*11-10-12-13*11-3-4*8-14*2-1-0*,0.1111111111111111,0.16666666666666666,0.125,0.14285714285714285,0.05,0.0625,20.900709219858157,87,17.981857831931787,20.744444444444444
107,14-5-3*12-13-9-7-5-2-1-0*8-14-6*9-10-11*4-1*9-7-5-2-1*,0.125,0.08333333333333333,0.1,0.03333333333333333,0.0625,0.0625,14.008381689232753,86,18.562966111902288,12.875
108,6-14-5*12-10-9-7-5-2-1-0*11-3-1*14-8*1-4*12-13*,0.125,0.05555555555555555,0.1111111111111111,0.07142857142857142,0.1,0.04,14.105738233397808,67,21.491747259832366,10.308412698412699
109,1-2-5-7-9*12-13-9-6-14-8*0-1-3-11*4-1*12-10*14-5-3-4*,0.125,0.125,0.1111111111111111,0.04,0.1111111111111111,0.08333333333333333,14.831721470019342,85,17.65930358133112,18.59111111111111
110,6-9*12-10-9-7-5-2-1-0*11-3-5-14-8*3-4*9-13*14-6-9-12*,0.08333333333333333,0.14285714285714285,0.16666666666666666,0.125,0.1,0.16666666666666666,12.978078658929723,96,15.39257881598307,27.86190476190476
111,12-10-9-7-5-2-1*6-14-5-3-4*14-8*11-10*13-12*0-1*,0.08333333333333333,0.0625,0.2,0.07142857142857142,0.2,0.05,13.756286266924565,66,20.13720180528691,12.020238095238097
112,8-14-5-2-1-0*4-3-5-7-9-10-12*13-9-6*11-10*0-1-2-5-7-9-13*7-5*,0.0625,0.14285714285714285,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.04,12.63765312701483,110,15.439940985747505,21.826666666666664
113,9-7-5-3-4*8-14-6-9-13-12*5-2-1-0*11-10-12*5-7-9*10-9-7-5-2*,0.16666666666666666,0.04,0.2,0.1111111111111111,0.03333333333333333,0.1,13.089619600257898,101,16.34401404608695,20.96
114,5-7-9-13*8-14-5-2-1-0*11-10-12-13*4-3-11*14-6*6-14-8*,0.16666666666666666,0.0625,0.1,0.125,0.1,0.125,21.4461637653127,85,18.890896635601663,18.8
115,13-9-7-5-3-4*0-1-2-5-14-6*13-12-10-11*8-14*12-13-9-7-5-2-1-0*14-6-9-10-12*,0.1,0.16666666666666666,0.1,0.04,0.07142857142857142,0.04,11.538362346872985,121,16.562756663357643,21.474285714285713
116,11-3*12-13-9-7-5-3-4*0-1-2-5-14-6*14-8*10-12*0-1-4*,0.05555555555555555,0.05,0.04,0.08333333333333333,0.08333333333333333,0.03333333333333333,15.023855577047067,83,22.482501611863313,8.45111111111111
117,9-13*0-1-2-5-7-9-10-12*6-14-5-3-4*11-3*8-14*2-5-7-9*,0.1111111111111111,0.14285714285714285,0.04,0.05,0.04,0.04,13.765312701482914,85,17.698727144604803,14.926349206349204
