,R_x,f_0,f_1,f_2,f_3,f_4,f_5,F_1,F_2,F_3,F_4
10,2-5-7-9-10*8-14-6-9-13-12*11-3-1-2*0-1-4*7-9-13-12*4-3*,0.0625,0.04,0.2,0.03333333333333333,0.1111111111111111,0.03333333333333333,15.278529980657641,96,21.814702046389154,15.610000000000001
11,12-13-9-7-5-3-4*0-1-2-5-14-6*9-10-11*8-14*14-5-3-4*14-5-3*,0.1,0.1,0.04,0.16666666666666666,0.08333333333333333,0.1,13.179239200515797,87,18.193162839872965,16.3
12,8-14-6-9-13-12*0-1-2-5-7-9-10*4-3-5*3-11*13-9-7-5-3*2-5-14-6*,0.0625,0.125,0.03333333333333333,0.08333333333333333,0.0625,0.05555555555555555,12.430045132172792,103,17.138668646354883,16.21388888888889
13,4-3-5*0-1-2-5-7-9-10-12*13-9-6-14-8*3-11*14-5-3-4*5-7-9-13-12*,0.14285714285714285,0.03333333333333333,0.0625,0.1,0.08333333333333333,0.07142857142857142,12.85364281108962,107,20.192278356126856,14.301190476190477
14,3-5-14-6*0-1-2-5-7-9-13-12*11-10-9*3-4*14-8*1-2-5*,0.14285714285714285,0.0625,0.05555555555555555,0.07142857142857142,0.03333333333333333,0.04,13.472598323662153,74,20.386812018107566,9.867857142857142
15,4-3-5-7-9-10-12*0-1-2-5-14-6*11-10-12-13*14-8*11-3-5-14-8*12-9-6-14-8*,0.14285714285714285,0.0625,0.08333333333333333,0.07142857142857142,0.125,0.07142857142857142,11.684719535783366,123,16.440459491015666,24.333333333333332
16,5-7-9*0-1-2-5-14-6*5-3-11*11-10-12-13*14-8*4-3*,0.05555555555555555,0.2,0.05555555555555555,0.0625,0.0625,0.14285714285714285,20.788523533204383,71,20.815667311411993,14.13452380952381
17,9-10-12*0-1-2-5-7-9-13*6-14-5-3-11*14-8*3-4*0-1-2-5-7*,0.05,0.16666666666666666,0.125,0.1111111111111111,0.0625,0.125,14.042553191489361,87,17.17227736802205,22.11111111111111
18,12-13-9-7-5*8-14-5-2-1-0*5-3-11*10-9-6*4-3*6-14-5*,0.04,0.05,0.1111111111111111,0.125,0.08333333333333333,0.125,13.459703417150225,79,20.924569580282245,12.027777777777777
19,13-12-10-11*12-9-7-5-2-1-0*6-14-5-3-4*8-14*7-5*12-13-9*,0.2,0.16666666666666666,0.16666666666666666,0.0625,0.2,0.1,15.043842682140555,83,16.45121036281578,25.933333333333334
20,1-2*12-13-9-7-5-2*6-14-5-3-4*9-10-11*0-1*8-14*,0.1111111111111111,0.1111111111111111,0.04,0.03333333333333333,0.14285714285714285,0.14285714285714285,14.697614442295293,69,19.804566313953046,12.166984126984126
21,1-2-5*4-3-5-7-9-13-12*10-9-6-14-8*0-1*11-10*12-10-9-7-5-3*,0.04,0.04,0.03333333333333333,0.0625,0.05,0.16666666666666666,13.753707285622179,97,18.832837083042985,14.106666666666666
22,10-9-6*12-13-9-7-5-2-1-0*8-14-5-3-4*3-11*7-5-3-11*12-9-7-5*,0.08333333333333333,0.14285714285714285,0.05555555555555555,0.08333333333333333,0.125,0.125,13.615087040618956,110,16.155385912319673,24.206349206349206
23,1-3*0-1-2-5-7-9-10-12*13-9-6-14-8*11-3-4*9-7-5-3-4*12-10-9-7*,0.05555555555555555,0.1,0.2,0.07142857142857142,0.03333333333333333,0.14285714285714285,13.016118633139909,111,16.47724067725961,25.276190476190475
24,6-14*8-14-5-2-1-0*4-3-5-7-9-10-12*11-10*12-13*9-13*,0.0625,0.07142857142857142,0.07142857142857142,0.1,0.04,0.07142857142857142,13.354609929078014,74,19.380960174577197,10.981428571428571
25,1-2-5-7-9*8-14-6-9-10-12*11-3-1-0*4-1*13-9*10-9-7-5-3*,0.1111111111111111,0.05,0.05,0.05555555555555555,0.04,0.04,13.63765312701483,96,19.964386483369292,10.959999999999999
26,13-9-6-14*0-1-2-5-7-9-10-12*4-3-5*3-11*8-14*8-14-6-9*,0.1,0.2,0.0625,0.08333333333333333,0.16666666666666666,0.08333333333333333,13.832366215344939,93,15.716245628431317,24.76666666666667
27,0-1-3*1-2-5-7-9-13-12*10-9-6-14-8*4-3-11*14-5-2-1*12-9-6-14-8*,0.1111111111111111,0.125,0.1,0.05,0.0625,0.0625,14.070921985815604,107,17.610315925209544,18.869444444444447
28,1-0*1-2-5-7-9-10-12*4-3-5-14-8*6-9-13*11-3*4-1-2*,0.08333333333333333,0.03333333333333333,0.1111111111111111,0.05555555555555555,0.14285714285714285,0.1111111111111111,14.107027724049,85,22.485587462183204,13.523809523809526
29,7-5-3-4*6-14-5-2-1-0*6-9-10-12*3-11*8-14*9-13*,0.07142857142857142,0.16666666666666666,0.07142857142857142,0.1,0.2,0.14285714285714285,15.901998710509348,71,19.804061895551257,17.34285714285714
30,14-5-2*4-3-5-7-9-13-12*11-3-1-0*6-9-10*8-14*8-14-5*,0.03333333333333333,0.125,0.04,0.05,0.0625,0.2,14.662798194713089,86,19.96219694026445,15.680000000000001
31,13-9-7-5*8-14-6-9-10-12*0-1-2-5*4-3-5*11-10*2-1-3-11*,0.2,0.1,0.1111111111111111,0.14285714285714285,0.08333333333333333,0.0625,13.30174081237911,91,16.194339740618943,21.316269841269843
32,14-6-9-10*12-13-9-7-5-2-1-0*11-3-1*4-3*14-8*4-1-2*,0.07142857142857142,0.05555555555555555,0.07142857142857142,0.14285714285714285,0.2,0.04,14.198581560283689,80,20.799707545207145,12.506666666666668
33,6-9-13-12*10-9-7-5-2-1-0*4-3-5-14-8*11-10*2-1-3-11*1-2-5-14*,0.1,0.14285714285714285,0.1111111111111111,0.16666666666666666,0.07142857142857142,0.1111111111111111,12.676337846550613,97,15.447742354322285,22.876190476190477
34,7-5-2-1-0*11-3-5-14-6*12-10-9-7*9-13*8-14*4-1*,0.03333333333333333,0.05555555555555555,0.2,0.04,0.05,0.05555555555555555,15.554480980012896,74,21.096663442940038,12.41777777777778
35,13-9-7-5-2-1*8-14-6-9-10-12*11-3-1-0*3-4*2-5-14-8*12-9-7-5*,0.14285714285714285,0.05555555555555555,0.125,0.1,0.05555555555555555,0.1,13.921985815602836,109,17.654607185250327,21.176984126984127
36,4-3-5-7-9-10-12*0-1-2-5-14-8*13-9-6*3-11*3-5-7-9-10*8-14-6-9-10*,0.14285714285714285,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05,0.2,12.622823984526113,118,16.59109138411678,25.81111111111111
37,12-10-9-6-14-8*13-9-7-5-2-1-0*5-3-4*10-11*7-14-6*12-9-7-5-2*,0.05,0.1,0.14285714285714285,0.125,0.03333333333333333,0.03333333333333333,12.342359767891683,103,17.82904870757869,15.485714285714288
38,5-14*12-10-9-7-5-2-1-0*5-3-4*6-14-8*9-13*10-11*,0.14285714285714285,0.1111111111111111,0.2,0.2,0.2,0.1,13.733075435203094,72,16.6458114580455,20.59047619047619
39,12-13*12-10-9-7-5-2-1-0*11-3-5-14-8*14-6*1-4*4-3-5*,0.05555555555555555,0.04,0.05555555555555555,0.125,0.1111111111111111,0.0625,13.910380399742102,76,23.602084998416302,8.473333333333333
40,11-10-12-13*0-1-2-5-7-9-13*8-14-5-3-4*6-14*4-3-5-7-9*14-6-9-13-12*,0.125,0.04,0.0625,0.16666666666666666,0.125,0.2,13.988394584139265,106,18.052912892414703,21.871666666666666
41,0-1-2-5-14*12-10-9-7-5-3-4*13-9-6*8-14*11-10*12-9-7-5-2*,0.08333333333333333,0.05555555555555555,0.03333333333333333,0.07142857142857142,0.125,0.14285714285714285,13.250161186331399,100,18.05514704377718,16.99206349206349
42,1-2-5-14-6*12-10-9-7-5-3-4*11-10*1-0*12-13*8-14*,0.14285714285714285,0.14285714285714285,0.04,0.2,0.08333333333333333,0.16666666666666666,13.756286266924565,66,16.70554480980013,17.857142857142858
43,12-9-7*13-9-6-14-8*0-1-2-5-14*12-10-11*4-3-5*12-10-9-7-5*,0.16666666666666666,0.05555555555555555,0.03333333333333333,0.2,0.14285714285714285,0.07142857142857142,12.567375886524824,102,19.620632131117727,20.987301587301587
44,2-5-7-9-10*12-13-9-6-14-8*11-3-1-2*4-1-0*12-10-9-7-5-2-1*8-14-5-2-1-0*,0.1111111111111111,0.05555555555555555,0.03333333333333333,0.1111111111111111,0.0625,0.16666666666666666,12.848484848484848,123,16.518937184138636,22.23611111111111
45,11-10-9*12-13-9-7-5-2-1-0*6-14-5-3-4*8-14*14-5-3*2-5-7-9-10*,0.04,0.14285714285714285,0.2,0.03333333333333333,0.08333333333333333,0.08333333333333333,13.047066408768536,94,16.154238959093714,20.528571428571432
46,10-12-13*13-9-7-5-2-1-0*6-14-5-3-11*8-14*3-4*11-3*,0.1,0.0625,0.2,0.14285714285714285,0.03333333333333333,0.125,15.840103159252095,79,20.48477409115707,17.92738095238095
47,10-9*12-13-9-7-5-2-1-0*6-14-5-3-11*4-3*14-8*8-14*,0.2,0.04,0.04,0.16666666666666666,0.1111111111111111,0.04,13.991618310767247,77,23.026669068659057,9.911111111111111
48,14-5-3-11*0-1-2-5-7-9-13-12*6-14-8*11-10*1-4*8-14-6-9-12*,0.14285714285714285,0.2,0.05,0.1,0.14285714285714285,0.04,16.796905222437136,103,16.222781141971797,24.931428571428572
49,8-14-5-2-1*4-3-5-7-9-13-12*11-10-9*6-14*1-0*12-9-7*,0.16666666666666666,0.125,0.125,0.14285714285714285,0.0625,0.16666666666666666,14.23017408123791,87,17.073289122225294,23.654761904761905
50,8-14-5-2-1-0*12-10-9-7-5-3-4*6-9-13*3-11*5-7-9*11-3-5-14-8*,0.04,0.1,0.08333333333333333,0.08333333333333333,0.04,0.1111111111111111,13.640232108317214,112,18.369911704769546,18.04222222222222
51,12-10*0-1-2-5-7-9-13-12*8-14-5-3-4*11-10*9-6*12-9-6-14-8*,0.14285714285714285,0.08333333333333333,0.125,0.16666666666666666,0.125,0.1,14.401031592520955,101,17.554133859549726,22.161904761904765
52,9-12*10-9-7-5-2-1-0*6-14-5-3-11*8-14*9-13*4-1*,0.1111111111111111,0.1,0.125,0.2,0.14285714285714285,0.0625,13.968407479045776,79,17.77634926391575,18.807936507936507
53,0-1-2-5*12-10-9-7-5-3-4*13-9-6-14-8*11-3*7-9-10-12*6-14-7*,0.0625,0.08333333333333333,0.14285714285714285,0.1,0.125,0.03333333333333333,12.924564796905223,98,17.63014550333699,20.201190476190476
54,12-13-9-6-14-8*10-9-7-5-2-1-0*1-3-11*4-1*6-9-12*12-13-9-6*,0.05,0.03333333333333333,0.1111111111111111,0.07142857142857142,0.1111111111111111,0.05,14.06963249516441,108,22.733977060639997,13.790476190476191
55,12-9-6-14*13-9-7-5-2-1-0*5-3-11*11-10*14-8*4-1*,0.1,0.03333333333333333,0.0625,0.07142857142857142,0.125,0.16666666666666666,18.204384268214056,88,22.228508255543407,13.045238095238096
56,11-10-12-13*10-9-7-5-2-1-0*8-14-5-3-4*6-14*2-5*4-3-5-7-9-13*,0.04,0.16666666666666666,0.03333333333333333,0.1,0.1111111111111111,0.0625,13.38039974210187,95,17.322712983294178,16.276666666666664
57,10-9-6-14-8*12-13-9-7-5-2-1-0*5-3-11*4-1*4-3-5-7-9-12*5-14*,0.14285714285714285,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.03333333333333333,0.1111111111111111,12.513217279174725,106,16.731056542746753,18.374603174603173
58,12-9-7*10-9-6-14-8*0-1-2-5-7*5-3-4*11-3*9-13*,0.03333333333333333,0.1,0.04,0.0625,0.05,0.08333333333333333,16.00193423597679,81,22.48988696176683,10.133333333333335
59,5-2-1-0*12-13-9-7-5-3-4*8-14-6-9-10*10-11*9-10-11*8-14-5-3*,0.1,0.03333333333333333,0.14285714285714285,0.07142857142857142,0.05,0.0625,12.4107027724049,103,19.050794852716113,15.555952380952382
60,2-1-3*4-3-5-7-9-10-12*13-9-6-14-8*11-3-1-0*12-10-9-7-5*3-1*,0.1111111111111111,0.2,0.125,0.08333333333333333,0.125,0.05555555555555555,14.48936170212766,102,15.829123752528007,27.394444444444442
61,6-14-5*0-1-2-5-7-9-10-12*4-3-5*11-10-12-13*8-14*13-9-6-14*,0.04,0.16666666666666666,0.1,0.0625,0.2,0.05555555555555555,11.941328175370728,88,15.95099260956878,20.21388888888889
62,12-10-9-7*7-5-2-1-0*8-14-5-3-11*13-9-6*3-4*1-2-5*,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.125,0.05555555555555555,0.05,15.548678272082528,82,22.431750653228818,15.227777777777776
63,7-5*0-1-2-5-14-8*12-13-9-6-14*1-3-11*10-11*4-1*,0.2,0.08333333333333333,0.125,0.0625,0.03333333333333333,0.08333333333333333,20.838168923275305,74,20.566278429629353,12.841666666666667
64,1-3*0-1-2-5-7-9-13-12*8-14-6-9-10*11-3-4*5-3-4*2-5*,0.03333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.1111111111111111,0.2,13.745325596389426,83,18.168949823643192,17.01111111111111
65,9-6*12-10-9-7-5-2-1-0*8-14-5-3-4*3-11*13-12*13-12-10-11*,0.07142857142857142,0.14285714285714285,0.04,0.1,0.1,0.1111111111111111,12.829787234042554,88,16.617188951787917,18.126349206349207
66,5-14*12-10-9-7-5-2-1-0*4-3-5*13-9-6*11-10*8-14*,0.07142857142857142,0.03333333333333333,0.125,0.05555555555555555,0.16666666666666666,0.14285714285714285,13.188910380399742,77,22.98872312661379,11.914285714285711
67,9-7-5-3-4*8-14-5-2-1-0*12-13-9-6*11-10-12*0-1-2-5-7-9-10-12*12-13-9-7-5-2-1*,0.16666666666666666,0.2,0.2,0.2,0.04,0.07142857142857142,12.417150225660864,132,14.79528285709484,34.611428571428576
68,14-6*8-14-5-2-1-0*4-3-5-7-9-13-12*11-10-9*4-1*8-14-5-2-1*,0.04,0.04,0.03333333333333333,0.07142857142857142,0.05,0.05555555555555555,13.51063829787234,91,23.572443835782042,8.467301587301588
69,9-7-5-3-4*12-13-9-6-14-8*0-1-2-5*9-10-11*12-9-7-5-2*5-3-4*,0.07142857142857142,0.1,0.2,0.2,0.05,0.08333333333333333,13.278529980657641,104,15.592032795462082,22.804761904761904
70,6-9-13-12*10-9-7-5-2-1-0*11-3-5-14-8*3-4*11-3-5-14-6*12-9-6-14*,0.125,0.1111111111111111,0.0625,0.1,0.07142857142857142,0.0625,12.792392005157962,112,16.675316495636395,19.486507936507937
71,12-10-9-6-14-8*0-1-2-5-7-9-13*5-3-4*3-11*10-12-13*9-7-5-2*,0.1,0.04,0.05,0.07142857142857142,0.04,0.16666666666666666,13.931012250161187,96,18.80484195536492,15.001904761904765
72,4-3-5-14-6*12-10-9-7-5-2-1-0*13-12-10-11*8-14*6-14-5-2-1*1-2-5-7-9*,0.16666666666666666,0.04,0.14285714285714285,0.03333333333333333,0.08333333333333333,0.03333333333333333,12.972920696324952,96,20.381889302760047,15.03047619047619
73,1-3*12-10-9-7-5-2-1-0*8-14-6-9-13*4-3-11*8-14-6*3-5-7-9-10-12*,0.2,0.04,0.1111111111111111,0.0625,0.03333333333333333,0.0625,13.061895551257253,109,19.236163497379952,14.812222222222221
74,3-4*3-5-7-9-10-12*8-14-5-2-1-0*13-9-6*11-3*13-9-7-5-3-4*,0.04,0.08333333333333333,0.08333333333333333,0.2,0.07142857142857142,0.1,13.691811734364926,103,16.8288362346873,20.94857142857143
75,10-9-7-5-3-4*8-14-5-2-1-0*6-9-13-12*3-11*8-14-5-2-1*5-7-9*,0.03333333333333333,0.14285714285714285,0.04,0.14285714285714285,0.05555555555555555,0.16666666666666666,13.856866537717602,100,18.680345427192623,17.718730158730157
76,12-9-6*0-1-2-5-7-9-13*8-14-5-3-4*11-10-12*5-7-9-12*4-3-5-7-9-10-12*,0.125,0.16666666666666666,0.2,0.2,0.1,0.08333333333333333,12.611863313990973,130,14.460977041637078,36.85
77,10-9-7-5-2*12-13-9-6-14-8*11-3-1-2*4-1-0*11-10-12-13*1-2-5-14*,0.2,0.04,0.1,0.1,0.07142857142857142,0.04,12.754352030947775,99,17.673989006358827,18.228571428571428
78,8-14*0-1-2-5-14-6*12-10-9-7-5-3-4*12-13*11-3*12-10-9-7-5-2-1*,0.07142857142857142,0.0625,0.125,0.125,0.04,0.03333333333333333,13.353320438426822,91,17.955552555596373,13.35952380952381
79,14-6-9-10-12*13-9-7-5-2-1-0*5-3-11*14-8*4-3*1-4*,0.04,0.04,0.08333333333333333,0.04,0.1111111111111111,0.14285714285714285,13.949709864603483,82,23.30615094664297,9.576507936507936
80,4-3-11*3-5-7-9-13-12*0-1-2-5-14-8*6-9-10*13-9-6-14*12-13-9-7*,0.1111111111111111,0.1111111111111111,0.125,0.05555555555555555,0.1111111111111111,0.03333333333333333,13.242424242424242,109,17.124117823794048,20.755555555555553
81,2-5-14-8*4-3-5-7-9-10-12*11-3-1-0*13-9-6*4-3-5-14-8*11-3-1-2*,0.05555555555555555,0.2,0.05,0.16666666666666666,0.05,0.2,13.833655705996131,112,16.429320165882093,27.755555555555553
82,7-14-6*12-13-9-7-5-2-1-0*5-3-11*10-9*4-3*14-8*,0.05,0.1,0.07142857142857142,0.125,0.0625,0.05555555555555555,13.977433913604127,68,19.008725553406403,11.63888888888889
83,12-13-9-6*10-9-7-5-2-1-0*4-3-5-14-8*10-11*9-10*3-5-7-9-13*,0.08333333333333333,0.03333333333333333,0.05555555555555555,0.08333333333333333,0.0625,0.05555555555555555,12.983236621534495,101,20.03668559132273,11.54722222222222
84,6-14-5-2-1*12-10-9-7-5-3-4*13-12-10-11*1-0*14-8*7-5-2*,0.0625,0.125,0.05555555555555555,0.1111111111111111,0.1,0.04,13.643455834945197,76,17.966365488599767,13.916666666666668
85,12-13-9-6-14*0-1-2-5-7-9-10*11-3-5*4-3*14-8*4-3-5-7-9-10-12*,0.14285714285714285,0.03333333333333333,0.05555555555555555,0.08333333333333333,0.125,0.04,13.221792392005158,101,20.283473584713825,13.757460317460316
86,14-5-3*0-1-2-5-7-9-10-12*8-14-6*4-3-11*13-12*4-3-5-7*,0.14285714285714285,0.16666666666666666,0.0625,0.16666666666666666,0.2,0.08333333333333333,14.462282398452611,76,16.268742294162227,21.383333333333333
87,14-5-3*0-1-2-5-7-9-13-12*11-10-9*6-14-8*4-3*13-9-7-5-2-1-0*,0.07142857142857142,0.1111111111111111,0.08333333333333333,0.04,0.05555555555555555,0.1111111111111111,14.094777562862669,100,17.019132381898338,18.966666666666665
88,3-1-2*12-10-9-7-5-3-4*8-14-6-9-13*11-3-1-0*12-10-9-7*4-3*,0.08333333333333333,0.125,0.07142857142857142,0.07142857142857142,0.1111111111111111,0.16666666666666666,14.48936170212766,101,17.475919408084614,19.738095238095237
89,13-9-6-14-8*0-1-2-5-7-9-10-12*11-3-5*4-1*9-13-12*12-9-6-14-8*,0.14285714285714285,0.08333333333333333,0.125,0.16666666666666666,0.07142857142857142,0.03333333333333333,13.5538362346873,115,17.359335482190314,21.37142857142857
90,9-7-5-3*12-10-9-6-14-8*0-1-2-5*4-3-11*9-13*12-10*,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.0625,14.354609929078014,81,17.514196300153746,15.53611111111111
91,6-14*0-1-2-5-14-8*4-3-5-7-9-10-12*13-12*11-3*12-13-9-7-5-3-4*,0.05555555555555555,0.1,0.1,0.2,0.03333333333333333,0.0625,13.796260477111542,94,17.434693911289656,15.58888888888889
92,2-5-14-8*12-10-9-7-5-3-4*11-3-1-0*13-9-6*6-9-10*2-1-3-11*,0.14285714285714285,0.07142857142857142,0.05,0.1,0.0625,0.07142857142857142,13.841392649903288,105,19.03657948775373,16.742857142857144
93,2-5-7-9-10-12*8-14-5-3-4*0-1-3-11*6-9-13*14-5-3-4*8-14*,0.07142857142857142,0.05555555555555555,0.04,0.14285714285714285,0.04,0.1111111111111111,15.329464861379755,97,20.566686585604764,14.020317460317461
94,4-3-5-14*12-13-9-7-5-2-1-0*6-9-10*14-8*10-11*14-5*,0.07142857142857142,0.07142857142857142,0.05,0.04,0.1,0.1111111111111111,13.55705996131528,77,19.988603975214957,10.792380952380952
95,13-9-7-5-2-1*12-10-9-6-14-8*0-1-3-11*4-1*9-6*12-9-7-5-3*,0.07142857142857142,0.2,0.0625,0.05,0.05,0.1111111111111111,13.68729851708575,108,17.270018912974503,23.34404761904762
96,14-5*12-13-9-7-5-2-1-0*6-9-10*5-3-11*14-8*4-1*,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1,0.08333333333333333,0.07142857142857142,14.047066408768536,76,21.196923643732152,10.323809523809524
97,9-7-5-2-1*12-10-9-6-14-8*11-3-1-0*1-4*13-12*0-1-4*,0.03333333333333333,0.05555555555555555,0.08333333333333333,0.0625,0.1111111111111111,0.08333333333333333,14.685364281108962,85,22.74131896472322,11.027777777777779
98,11-3-1-0*12-13-9-7-5-2-1*8-14-6-9-10*4-3*10-9*5-7-9-12*,0.2,0.14285714285714285,0.0625,0.14285714285714285,0.1,0.04,14.738878143133462,97,16.717132867132865,22.03571428571429
99,9-7*12-10-9-6-14-8*7-5-2-1-0*1-3-11*4-1*12-13*,0.05,0.14285714285714285,0.16666666666666666,0.1111111111111111,0.07142857142857142,0.16666666666666666,16.129593810444874,71,18.701967667215893,17.926984126984127
100,7-5-2-1*6-14-5-3-4*7-9-13-12*11-10-12*8-14*1-0*,0.07142857142857142,0.2,0.2,0.125,0.08333333333333333,0.04,17.326241134751772,69,19.881906410125897,19.12333333333333
101,13-9-7-5*8-14-6-9-10-12*5-2-1-0*11-3-1*4-3*13-12-10-11*,0.07142857142857142,0.05555555555555555,0.14285714285714285,0.1,0.14285714285714285,0.0625,14.119922630560929,92,19.054836771488837,15.153571428571427
102,7-5-2-1-0*8-14-5-3-11*12-10-9-6-14*13-9*4-3*6-14-7*,0.16666666666666666,0.04,0.08333333333333333,0.07142857142857142,0.07142857142857142,0.1111111111111111,15.043197936814957,75,20.77670685996416,12.769841269841269
103,8-14*6-14-5-2-1-0*12-10-9-7-5-3-4*13-12-10-11*12-13*12-9-7-5-3-4*,0.1,0.125,0.1111111111111111,0.07142857142857142,0.2,0.04,13.108317214700193,101,16.408758735934654,17.790793650793653
104,14-6*0-1-2-5-14-8*12-13-9-7-5-3-4*12-10-11*1-2-5-14-6*12-13-9-6-14-8*,0.0625,0.125,0.1111111111111111,0.0625,0.0625,0.0625,13.849774339136042,106,16.98369911884805,18.97222222222222
105,7-5-2-1*11-3-5-14-8*12-10-9-6-14*0-1-4*13-9*12-10-11*,0.05555555555555555,0.08333333333333333,0.125,0.05,0.16666666666666666,0.05,15.548033526756932,88,20.799626968775907,15.26111111111111
106,11-3-1*0-1-2-5-7-9-13-12*10-9-6-14-8*1-4*14-5-3*4-3-5-14-8*,0.1,0.2,0.0625,0.14285714285714285,0.2,0.16666666666666666,12.611218568665377,100,15.525431569146852,29.39761904761905
107,10-12*12-13-9-7-5-2-1-0*8-14-5-3-4*14-6*11-3*1-3*,0.07142857142857142,0.125,0.2,0.04,0.14285714285714285,0.0625,15.617021276595745,72,17.462175778229938,19.95642857142857
108,12-13-9-7-5-2*8-14-5-3-11*0-1-3*6-9-10*1-4*1-2*,0.125,0.14285714285714285,0.07142857142857142,0.04,0.2,0.07142857142857142,14.725338491295938,79,18.857110759431844,18.11
109,3-5-7-9-13*12-10-9-6-14-8*0-1-3-11*4-1-2*3-11*5-14-8*,0.05555555555555555,0.05555555555555555,0.04,0.2,0.2,0.1111111111111111,14.754996776273371,99,21.791697112973708,16.76888888888889
110,12-13-9-7-5-2-1-0*10-9-6-14-8*11-3-1*4-1*4-3-5-7-9*7-9-13-12*,0.14285714285714285,0.08333333333333333,0.05555555555555555,0.05,0.1111111111111111,0.05555555555555555,13.00709219858156,110,16.152500876434537,21.13968253968254
111,6-14-5-3*0-1-2-5-7-9-10-12*11-3-4*14-8*13-9*12-10-9-7-5*,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.2,0.125,0.1,14.02321083172147,92,15.735976789168278,24.755555555555556
112,6-14-5-2-1*12-13-9-7-5-3-4*9-10-11*8-14*0-1*13-9-6-14*,0.1,0.1,0.03333333333333333,0.2,0.08333333333333333,0.1,12.765312701482914,86,18.357027724049,16.533333333333335
113,1-2-5-7-9-10*8-14-6-9-13-12*11-3-1-0*4-1*10-9-6*5-3-4*,0.125,0.05,0.05,0.2,0.05,0.16666666666666666,13.938749194068343,94,18.661699196999002,16.06666666666667
114,4-1-0*12-10-9-7-5-3-4*8-14-6-9-13*1-2*3-11*5-2-1*,0.16666666666666666,0.04,0.2,0.2,0.05,0.1,14.15538362346873,84,19.78548265773729,19.706666666666667
115,12-9*13-9-7-5-2-1-0*4-3-5-14-6*11-10-12*14-8*12-10*,0.0625,0.05,0.05555555555555555,0.125,0.07142857142857142,0.05555555555555555,15.522243713733076,82,21.777080797349555,11.242857142857142
116,7-9-13-12*8-14-6-9-10*0-1-2-5-14*5-3-11*1-4*2-1-3-11*,0.125,0.1111111111111111,0.0625,0.0625,0.03333333333333333,0.14285714285714285,16.19148936170213,91,19.419135616320954,17.824603174603176
117,12-13-9-7-5-2-1*8-14-5-3-11*4-1-0*10-9-6*0-1-2-5-7-9-12*1-2-5-7-9-10*,0.14285714285714285,0.03333333333333333,0.08333333333333333,0.05555555555555555,0.08333333333333333,0.1111111111111111,13.595744680851064,129,16.613264149992535,22.420634920634917
