,Unnamed: 0,Source,Target,Travel_time,Demand,Demand_per_minute,Routes,|V|,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14
38,32,0,7,24.0,3100.0,129.16666666666666,0-1-4-3-5-7*,6.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,31,0,7,20.0,2650.0,132.5,0-1-3-5-14-7*,6.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,29,0,7,17.0,2650.0,155.88235294117646,0-1-3-5-7*,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,30,0,7,18.0,3030.0,168.33333333333334,0-1-2-5-14-7*,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,36,0,7,60.0,11460.0,191.0,0-1-2-5-3-11-10-12-9-7*,10.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
43,34,0,7,50.0,9950.0,199.0,0-1-2-5-3-11-10-9-7*,9.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
44,37,0,7,60.0,12040.0,200.66666666666663,0-1-2-5-3-11-10-12-13-9-7*,11.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
45,28,0,7,15.0,3030.0,202.0,0-1-2-5-7*,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,38,0,7,63.0,13360.0,212.06349206349208,0-1-2-5-3-11-10-12-9-6-14-7*,12.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
47,39,0,7,63.0,13950.0,221.42857142857144,0-1-2-5-3-11-10-12-13-9-6-14-7*,13.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
48,35,0,7,53.0,11830.0,223.20754716981133,0-1-2-5-3-11-10-9-6-14-7*,11.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
49,1209,0,7,35.0,7960.0,227.42857142857144,0-1-3-5-14-6-9-7*,8.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
50,1208,0,7,33.0,8030.0,243.33333333333331,0-1-2-5-14-6-9-7*,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
51,44,0,8,33.0,2620.0,79.39393939393939,0-1-4-3-5-14-8*,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
52,42,0,8,26.0,2200.0,84.61538461538461,0-1-3-5-14-8*,6.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
53,45,0,8,34.0,3330.0,97.94117647058823,0-1-4-3-5-7-14-8*,8.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
54,40,0,8,24.0,2500.0,104.16666666666669,0-1-2-5-14-8*,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
55,43,0,8,27.0,2860.0,105.92592592592592,0-1-3-5-7-14-8*,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
56,41,0,8,25.0,3240.0,129.6,0-1-2-5-7-14-8*,7.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
57,1264,0,8,57.0,9280.0,162.80701754385964,0-1-3-11-10-9-7-5-14-8*,10.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
58,50,0,8,70.0,12030.0,171.85714285714286,0-1-2-5-3-11-10-12-9-7-14-8*,12.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
59,48,0,8,69.0,12030.0,174.34782608695653,0-1-2-5-3-11-10-12-9-6-14-8*,12.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
60,47,0,8,60.0,10520.0,175.33333333333337,0-1-2-5-3-11-10-9-7-14-8*,11.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
61,46,0,8,59.0,10520.0,178.30508474576268,0-1-2-5-3-11-10-9-6-14-8*,11.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
62,51,0,8,70.0,12610.0,180.14285714285714,0-1-2-5-3-11-10-12-13-9-7-14-8*,13.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,49,0,8,69.0,12610.0,182.7536231884058,0-1-2-5-3-11-10-12-13-9-6-14-8*,13.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,1263,0,8,42.0,8480.0,201.90476190476193,0-1-3-5-7-9-6-14-8*,9.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
65,1262,0,8,40.0,8550.0,213.75,0-1-2-5-7-9-6-14-8*,9.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
66,1325,0,9,43.0,4980.0,115.81395348837208,0-1-4-3-11-10-9*,7.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
67,1328,0,9,53.0,6430.0,121.32075471698113,0-1-4-3-11-10-12-9*,8.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
68,1324,0,9,36.0,4370.0,121.38888888888887,0-1-3-11-10-9*,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
69,1326,0,9,46.0,5810.0,126.30434782608695,0-1-3-11-10-12-9*,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
70,1329,0,9,53.0,6970.0,131.50943396226415,0-1-4-3-11-10-12-13-9*,9.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
71,1327,0,9,46.0,6350.0,138.04347826086956,0-1-3-11-10-12-13-9*,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
72,65,0,9,52.0,9660.0,185.7692307692308,0-1-2-5-3-11-10-12-9*,9.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
73,64,0,9,42.0,8170.0,194.52380952380955,0-1-2-5-3-11-10-9*,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
74,66,0,9,52.0,10230.0,196.73076923076923,0-1-2-5-3-11-10-12-13-9*,10.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
75,63,0,9,35.0,7040.0,201.14285714285717,0-1-4-3-5-14-7-9*,8.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
76,61,0,9,34.0,7040.0,207.05882352941174,0-1-4-3-5-14-6-9*,8.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
77,60,0,9,32.0,7040.0,220.0,0-1-4-3-5-7-9*,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78,59,0,9,28.0,6350.0,226.78571428571428,0-1-3-5-14-7-9*,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
79,57,0,9,27.0,6350.0,235.1851851851852,0-1-3-5-14-6-9*,7.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
80,56,0,9,26.0,6340.0,243.84615384615384,0-1-2-5-14-7-9*,7.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
81,62,0,9,35.0,8700.0,248.57142857142856,0-1-4-3-5-7-14-6-9*,9.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
82,54,0,9,25.0,6340.0,253.6,0-1-2-5-14-6-9*,7.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
83,53,0,9,25.0,6350.0,254.0,0-1-3-5-7-9*,6.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84,52,0,9,23.0,6340.0,275.6521739130435,0-1-2-5-7-9*,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85,58,0,9,28.0,7960.0,284.2857142857143,0-1-3-5-7-14-6-9*,8.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
86,55,0,9,26.0,8030.0,308.84615384615387,0-1-2-5-7-14-6-9*,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
87,71,0,10,31.0,1610.0,51.935483870967744,0-1-3-11-10*,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
88,79,0,10,38.0,1980.0,52.10526315789475,0-1-4-3-11-10*,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
89,77,0,10,37.0,3560.0,96.2162162162162,0-1-2-5-3-11-10*,7.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
90,103,0,10,50.0,10010.0,200.2,0-1-4-3-5-14-7-9-12-10*,10.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
91,100,0,10,49.0,10010.0,204.28571428571428,0-1-4-3-5-14-6-9-12-10*,10.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
92,105,0,10,50.0,10580.0,211.6,0-1-4-3-5-14-7-9-13-12-10*,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
93,98,0,10,47.0,10010.0,212.9787234042553,0-1-4-3-5-7-9-12-10*,9.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
94,95,0,10,43.0,9270.0,215.5813953488372,0-1-3-5-14-7-9-12-10*,9.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
95,101,0,10,49.0,10580.0,215.91836734693882,0-1-4-3-5-14-6-9-13-12-10*,11.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
96,85,0,10,40.0,8650.0,216.25,0-1-4-3-5-14-7-9-10*,9.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
97,92,0,10,42.0,9270.0,220.7142857142857,0-1-3-5-14-6-9-12-10*,9.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
98,81,0,10,39.0,8650.0,221.79487179487182,0-1-4-3-5-14-6-9-10*,9.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
99,89,0,10,41.0,9220.0,224.87804878048783,0-1-2-5-14-7-9-12-10*,9.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
100,99,0,10,47.0,10580.0,225.10638297872345,0-1-4-3-5-7-9-13-12-10*,10.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
101,97,0,10,43.0,9840.0,228.8372093023256,0-1-3-5-14-7-9-13-12-10*,10.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
102,83,0,10,40.0,9220.0,230.5,0-1-2-5-14-6-9-12-10*,9.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
103,82,0,10,40.0,9270.0,231.75,0-1-3-5-7-9-12-10*,8.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
104,76,0,10,37.0,8650.0,233.78378378378375,0-1-4-3-5-7-9-10*,8.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
105,93,0,10,42.0,9840.0,234.28571428571428,0-1-3-5-14-6-9-13-12-10*,10.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
106,102,0,10,50.0,11760.0,235.2,0-1-4-3-5-7-14-6-9-12-10*,11.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
107,91,0,10,41.0,9790.0,238.78048780487805,0-1-2-5-14-7-9-13-12-10*,10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
108,75,0,10,33.0,7920.0,240.0,0-1-3-5-14-7-9-10*,8.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
109,78,0,10,38.0,9220.0,242.63157894736838,0-1-2-5-7-9-12-10*,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
110,87,0,10,40.0,9790.0,244.75,0-1-2-5-14-6-9-13-12-10*,10.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
111,86,0,10,40.0,9840.0,246.0,0-1-3-5-7-9-13-12-10*,9.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
112,104,0,10,50.0,12340.0,246.8,0-1-4-3-5-7-14-6-9-13-12-10*,12.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
113,73,0,10,32.0,7920.0,247.5,0-1-3-5-14-6-9-10*,8.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
114,72,0,10,31.0,7870.0,253.8709677419355,0-1-2-5-14-7-9-10*,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
115,94,0,10,43.0,10970.0,255.11627906976744,0-1-3-5-7-14-6-9-12-10*,10.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
116,80,0,10,38.0,9790.0,257.63157894736844,0-1-2-5-7-9-13-12-10*,9.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
117,84,0,10,40.0,10380.0,259.5,0-1-4-3-5-7-14-6-9-10*,10.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
118,69,0,10,30.0,7870.0,262.3333333333333,0-1-2-5-14-6-9-10*,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
119,68,0,10,30.0,7920.0,264.0,0-1-3-5-7-9-10*,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
120,88,0,10,41.0,11000.0,268.2926829268293,0-1-2-5-7-14-6-9-12-10*,10.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
121,96,0,10,43.0,11550.0,268.6046511627907,0-1-3-5-7-14-6-9-13-12-10*,11.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
122,67,0,10,28.0,7870.0,281.07142857142856,0-1-2-5-7-9-10*,7.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
123,90,0,10,41.0,11580.0,282.4390243902439,0-1-2-5-7-14-6-9-13-12-10*,11.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
124,74,0,10,33.0,9600.0,290.90909090909093,0-1-3-5-7-14-6-9-10*,9.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
125,70,0,10,31.0,9630.0,310.64516129032256,0-1-2-5-7-14-6-9-10*,9.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
126,108,0,11,28.0,1610.0,57.5,0-1-4-3-11*,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
127,106,0,11,21.0,1280.0,60.952380952380956,0-1-3-11*,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
128,107,0,11,27.0,3070.0,113.70370370370372,0-1-2-5-3-11*,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
129,110,0,11,47.0,9500.0,202.12765957446808,0-1-4-3-5-7-9-10-11*,9.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
