,Source,Target,Travel_time,Demand,Demand_per_minute,Routes
574,0,6,51.0,10440.0,204.7058823529412,0-1-3-11-10-9-7-5-14-6*
20,0,6,33.0,7960.0,241.21212121212122,0-1-3-5-14-7-9-6*
19,0,6,33.0,8030.0,243.33333333333334,0-1-2-5-14-7-9-6*
21,0,6,33.0,8700.0,263.6363636363636,0-1-4-3-5-14-7-9-6*
570,0,6,30.0,8030.0,267.6666666666667,0-1-2-5-7-9-6*
572,0,6,22.0,8030.0,365.0,0-1-2-5-14-7-9-6*
571,0,6,20.0,7960.0,398.0,0-1-3-5-7-9-6*
573,0,6,20.0,7960.0,398.0,0-1-3-5-14-7-9-6*
27,0,7,24.0,3100.0,129.16666666666666,0-1-4-3-5-7*
26,0,7,18.0,2650.0,147.22222222222223,0-1-3-5-14-7*
24,0,7,17.0,2650.0,155.88235294117646,0-1-3-5-7*
639,0,7,17.0,2650.0,155.88235294117646,0-1-3-5-14-7*
25,0,7,18.0,3030.0,168.33333333333334,0-1-2-5-14-7*
28,0,7,18.0,3100.0,172.22222222222223,0-1-4-3-5-14-7*
29,0,7,50.0,9950.0,199.0,0-1-2-5-3-11-10-9-7*
23,0,7,15.0,3030.0,202.0,0-1-2-5-7*
31,0,7,51.0,11460.0,224.7058823529412,0-1-2-5-3-11-10-12-9-7*
640,0,7,33.0,8030.0,243.33333333333334,0-1-2-5-14-6-9-7*
30,0,7,34.0,11830.0,347.94117647058823,0-1-2-5-3-11-10-9-6-14-7*
32,0,7,34.0,13360.0,392.94117647058823,0-1-2-5-3-11-10-12-9-6-14-7*
641,0,7,17.0,7960.0,468.2352941176471,0-1-3-5-14-6-9-7*
37,0,8,33.0,2620.0,79.39393939393939,0-1-4-3-5-14-8*
35,0,8,26.0,2200.0,84.61538461538461,0-1-3-5-14-8*
33,0,8,24.0,2500.0,104.16666666666667,0-1-2-5-14-8*
697,0,8,26.0,2860.0,110.0,0-1-3-5-7-14-8*
36,0,8,25.0,2860.0,114.4,0-1-3-5-7-14-8*
34,0,8,25.0,3240.0,129.6,0-1-2-5-7-14-8*
38,0,8,25.0,3330.0,133.2,0-1-4-3-5-7-14-8*
700,0,8,57.0,9280.0,162.80701754385964,0-1-3-11-10-9-7-5-14-8*
39,0,8,59.0,10520.0,178.3050847457627,0-1-2-5-3-11-10-9-6-14-8*
41,0,8,60.0,12030.0,200.5,0-1-2-5-3-11-10-12-9-6-14-8*
698,0,8,40.0,8550.0,213.75,0-1-2-5-7-9-6-14-8*
40,0,8,41.0,10520.0,256.5853658536585,0-1-2-5-3-11-10-9-7-14-8*
42,0,8,41.0,12030.0,293.4146341463415,0-1-2-5-3-11-10-12-9-7-14-8*
699,0,8,26.0,8480.0,326.15384615384613,0-1-3-5-7-9-6-14-8*
763,0,9,36.0,4370.0,121.38888888888889,0-1-3-11-10-9*
51,0,9,32.0,7040.0,220.0,0-1-4-3-5-7-9*
49,0,9,26.0,6340.0,243.84615384615384,0-1-2-5-14-7-9*
50,0,9,26.0,6350.0,244.23076923076923,0-1-3-5-14-7-9*
45,0,9,25.0,6340.0,253.6,0-1-2-5-14-6-9*
44,0,9,25.0,6350.0,254.0,0-1-3-5-7-9*
46,0,9,25.0,6350.0,254.0,0-1-3-5-14-6-9*
761,0,9,25.0,6350.0,254.0,0-1-3-5-14-7-9*
764,0,9,31.0,8170.0,263.5483870967742,0-1-2-5-3-11-10-9*
43,0,9,23.0,6340.0,275.6521739130435,0-1-2-5-7-9*
52,0,9,25.0,7040.0,281.6,0-1-4-3-5-14-6-9*
48,0,9,26.0,7960.0,306.15384615384613,0-1-3-5-7-14-6-9*
47,0,9,26.0,8030.0,308.84615384615387,0-1-2-5-7-14-6-9*
762,0,9,25.0,7960.0,318.4,0-1-3-5-7-14-6-9*
58,0,10,31.0,1610.0,51.935483870967744,0-1-3-11-10*
839,0,10,36.0,3560.0,98.88888888888889,0-1-2-5-3-11-10*
62,0,10,37.0,8650.0,233.78378378378378,0-1-4-3-5-7-9-10*
60,0,10,31.0,7870.0,253.8709677419355,0-1-2-5-14-7-9-10*
61,0,10,31.0,7920.0,255.48387096774192,0-1-3-5-14-7-9-10*
55,0,10,30.0,7870.0,262.3333333333333,0-1-2-5-14-6-9-10*
54,0,10,30.0,7920.0,264.0,0-1-3-5-7-9-10*
56,0,10,30.0,7920.0,264.0,0-1-3-5-14-6-9-10*
837,0,10,30.0,7920.0,264.0,0-1-3-5-14-7-9-10*
53,0,10,28.0,7870.0,281.07142857142856,0-1-2-5-7-9-10*
59,0,10,31.0,9600.0,309.6774193548387,0-1-3-5-7-14-6-9-10*
57,0,10,31.0,9630.0,310.64516129032256,0-1-2-5-7-14-6-9-10*
838,0,10,30.0,9600.0,320.0,0-1-3-5-7-14-6-9-10*
65,0,11,28.0,1610.0,57.5,0-1-4-3-11*
63,0,11,21.0,1280.0,60.95238095238095,0-1-3-11*
64,0,11,27.0,3070.0,113.70370370370371,0-1-2-5-3-11*
920,0,11,40.0,8660.0,216.5,0-1-2-5-14-6-9-10-11*
916,0,11,38.0,8660.0,227.89473684210526,0-1-2-5-7-9-10-11*
918,0,11,34.0,8660.0,254.7058823529412,0-1-2-5-14-7-9-10-11*
917,0,11,29.0,8740.0,301.37931034482756,0-1-3-5-7-9-10-11*
919,0,11,29.0,8740.0,301.37931034482756,0-1-3-5-14-7-9-10-11*
921,0,11,29.0,8740.0,301.37931034482756,0-1-3-5-14-6-9-10-11*
922,0,11,34.0,10440.0,307.05882352941177,0-1-2-5-7-14-6-9-10-11*
72,0,12,35.0,7500.0,214.28571428571428,0-1-2-5-14-6-9-12*
69,0,12,35.0,7510.0,214.57142857142858,0-1-3-5-7-9-12*
75,0,12,35.0,7510.0,214.57142857142858,0-1-3-5-14-6-9-12*
66,0,12,33.0,7500.0,227.27272727272728,0-1-2-5-7-9-12*
1013,0,12,35.0,8040.0,229.71428571428572,0-1-2-5-14-6-9-13-12*
1014,0,12,35.0,8050.0,230.0,0-1-3-5-7-9-13-12*
68,0,12,33.0,8040.0,243.63636363636363,0-1-2-5-7-9-13-12*
74,0,12,33.0,8040.0,243.63636363636363,0-1-2-5-14-6-9-13-12*
71,0,12,33.0,8050.0,243.93939393939394,0-1-3-5-7-9-13-12*
1015,0,12,35.0,9220.0,263.42857142857144,0-1-2-5-14-6-9-10-12*
1016,0,12,35.0,9270.0,264.85714285714283,0-1-3-5-7-9-10-12*
67,0,12,33.0,9220.0,279.3939393939394,0-1-2-5-7-9-10-12*
73,0,12,33.0,9220.0,279.3939393939394,0-1-2-5-14-6-9-10-12*
70,0,12,33.0,9270.0,280.90909090909093,0-1-3-5-7-9-10-12*
82,0,13,34.0,6790.0,199.7058823529412,0-1-2-5-14-7-9-13*
83,0,13,34.0,6800.0,200.0,0-1-3-5-14-7-9-13*
78,0,13,33.0,6790.0,205.75757575757575,0-1-2-5-14-6-9-13*
77,0,13,33.0,6800.0,206.06060606060606,0-1-3-5-7-9-13*
79,0,13,33.0,6800.0,206.06060606060606,0-1-3-5-14-6-9-13*
1076,0,13,33.0,6800.0,206.06060606060606,0-1-3-5-14-7-9-13*
76,0,13,31.0,6790.0,219.03225806451613,0-1-2-5-7-9-13*
84,0,13,35.0,8040.0,229.71428571428572,0-1-2-5-7-9-12-13*
85,0,13,35.0,8050.0,230.0,0-1-3-5-7-9-12-13*
1078,0,13,33.0,8040.0,243.63636363636363,0-1-2-5-14-6-9-12-13*
81,0,13,34.0,8420.0,247.64705882352942,0-1-3-5-7-14-6-9-13*
80,0,13,34.0,8490.0,249.7058823529412,0-1-2-5-7-14-6-9-13*
1077,0,13,33.0,8420.0,255.15151515151516,0-1-3-5-7-14-6-9-13*
90,0,14,25.0,2420.0,96.8,0-1-4-3-5-14*
88,0,14,18.0,2020.0,112.22222222222223,0-1-3-5-14*
86,0,14,16.0,2320.0,145.0,0-1-2-5-14*
1132,0,14,18.0,2650.0,147.22222222222223,0-1-3-5-7-14*
89,0,14,17.0,2650.0,155.88235294117646,0-1-3-5-7-14*
87,0,14,17.0,3030.0,178.23529411764707,0-1-2-5-7-14*
1135,0,14,49.0,8740.0,178.3673469387755,0-1-3-11-10-9-7-5-14*
91,0,14,17.0,3100.0,182.35294117647058,0-1-4-3-5-7-14*
92,0,14,51.0,9950.0,195.09803921568627,0-1-2-5-3-11-10-9-6-14*
94,0,14,52.0,11460.0,220.3846153846154,0-1-2-5-3-11-10-12-9-6-14*
1133,0,14,32.0,8030.0,250.9375,0-1-2-5-7-9-6-14*
93,0,14,33.0,9950.0,301.5151515151515,0-1-2-5-3-11-10-9-7-14*
95,0,14,33.0,11460.0,347.27272727272725,0-1-2-5-3-11-10-12-9-7-14*
1134,0,14,18.0,7960.0,442.22222222222223,0-1-3-5-7-9-6-14*
96,1,2,2.0,100.0,50.0,1-2*
98,1,2,17.0,1640.0,96.47058823529412,1-4-3-5-2*
97,1,2,10.0,1280.0,128.0,1-3-5-2*
101,1,3,10.0,380.0,38.0,1-4-3*
99,1,3,3.0,240.0,80.0,1-3*
100,1,3,9.0,1280.0,142.22222222222223,1-2-5-3*
285,1,3,40.0,7750.0,193.75,1-2-5-7-9-10-11-3*
287,1,3,31.0,7750.0,250.0,1-2-5-14-6-9-10-11-3*
286,1,3,16.0,7750.0,484.375,1-2-5-14-7-9-10-11-3*
288,1,3,16.0,9480.0,592.5,1-2-5-7-14-6-9-10-11-3*
102,1,4,6.0,40.0,6.666666666666667,1-4*
103,1,4,7.0,380.0,54.285714285714285,1-3-4*
104,1,4,13.0,1640.0,126.15384615384616,1-2-5-3-4*
107,1,5,14.0,1040.0,74.28571428571429,1-4-3-5*
106,1,5,7.0,800.0,114.28571428571429,1-3-5*
105,1,5,5.0,820.0,164.0,1-2-5*
477,1,5,40.0,6940.0,173.5,1-3-11-10-9-6-14-5*
476,1,5,38.0,6940.0,182.6315789473684,1-3-11-10-9-7-5*
112,1,6,19.0,1570.0,82.63157894736842,1-4-3-5-14-6*
110,1,6,12.0,1280.0,106.66666666666667,1-3-5-14-6*
108,1,6,10.0,1380.0,138.0,1-2-5-14-6*
575,1,6,12.0,1860.0,155.0,1-3-5-7-14-6*
111,1,6,11.0,1860.0,169.0909090909091,1-3-5-7-14-6*
109,1,6,11.0,2040.0,185.45454545454547,1-2-5-7-14-6*
117,1,6,41.0,7750.0,189.02439024390245,1-2-5-3-11-10-9-6*
580,1,6,43.0,8490.0,197.4418604651163,1-3-11-10-9-7-5-14-6*
113,1,6,11.0,2200.0,200.0,1-4-3-5-7-14-6*
114,1,6,25.0,5910.0,236.4,1-2-5-14-7-9-6*
115,1,6,25.0,6120.0,244.8,1-3-5-14-7-9-6*
116,1,6,25.0,6700.0,268.0,1-4-3-5-14-7-9-6*
576,1,6,22.0,5910.0,268.6363636363636,1-2-5-7-9-6*
578,1,6,14.0,5910.0,422.14285714285717,1-2-5-14-7-9-6*
577,1,6,12.0,6120.0,510.0,1-3-5-7-9-6*
579,1,6,12.0,6120.0,510.0,1-3-5-14-7-9-6*
122,1,7,16.0,1570.0,98.125,1-4-3-5-7*
121,1,7,10.0,1280.0,128.0,1-3-5-14-7*
120,1,7,10.0,1380.0,138.0,1-2-5-14-7*
119,1,7,9.0,1280.0,142.22222222222223,1-3-5-7*
642,1,7,9.0,1280.0,142.22222222222223,1-3-5-14-7*
123,1,7,10.0,1570.0,157.0,1-4-3-5-14-7*
124,1,7,42.0,7750.0,184.52380952380952,1-2-5-3-11-10-9-7*
118,1,7,7.0,1380.0,197.14285714285714,1-2-5-7*
126,1,7,43.0,9190.0,213.72093023255815,1-2-5-3-11-10-12-9-7*
643,1,7,25.0,5910.0,236.4,1-2-5-14-6-9-7*
125,1,7,26.0,9480.0,364.61538461538464,1-2-5-3-11-10-9-6-14-7*
127,1,7,26.0,10940.0,420.7692307692308,1-2-5-3-11-10-12-9-6-14-7*
644,1,7,9.0,6120.0,680.0,1-3-5-14-6-9-7*
132,1,8,25.0,1180.0,47.2,1-4-3-5-14-8*
130,1,8,18.0,920.0,51.111111111111114,1-3-5-14-8*
128,1,8,16.0,940.0,58.75,1-2-5-14-8*
701,1,8,18.0,1430.0,79.44444444444444,1-3-5-7-14-8*
131,1,8,17.0,1430.0,84.11764705882354,1-3-5-7-14-8*
129,1,8,17.0,1530.0,90.0,1-2-5-7-14-8*
133,1,8,17.0,1740.0,102.3529411764706,1-4-3-5-7-14-8*
704,1,8,49.0,7420.0,151.42857142857142,1-3-11-10-9-7-5-14-8*
134,1,8,51.0,8260.0,161.9607843137255,1-2-5-3-11-10-9-6-14-8*
136,1,8,52.0,9700.0,186.53846153846155,1-2-5-3-11-10-12-9-6-14-8*
702,1,8,32.0,6370.0,199.0625,1-2-5-7-9-6-14-8*
135,1,8,33.0,8260.0,250.3030303030303,1-2-5-3-11-10-9-7-14-8*
137,1,8,33.0,9700.0,293.93939393939394,1-2-5-3-11-10-12-9-7-14-8*
703,1,8,18.0,6580.0,365.55555555555554,1-3-5-7-9-6-14-8*
767,1,9,28.0,3020.0,107.85714285714286,1-3-11-10-9*
146,1,9,24.0,5190.0,216.25,1-4-3-5-7-9*
144,1,9,18.0,4370.0,242.77777777777777,1-2-5-14-7-9*
140,1,9,17.0,4370.0,257.05882352941177,1-2-5-14-6-9*
145,1,9,18.0,4660.0,258.8888888888889,1-3-5-14-7-9*
768,1,9,23.0,6120.0,266.0869565217391,1-2-5-3-11-10-9*
139,1,9,17.0,4660.0,274.11764705882354,1-3-5-7-9*
141,1,9,17.0,4660.0,274.11764705882354,1-3-5-14-6-9*
765,1,9,17.0,4660.0,274.11764705882354,1-3-5-14-7-9*
138,1,9,15.0,4370.0,291.3333333333333,1-2-5-7-9*
147,1,9,17.0,5190.0,305.29411764705884,1-4-3-5-14-6-9*
142,1,9,18.0,5910.0,328.3333333333333,1-2-5-7-14-6-9*
143,1,9,18.0,6120.0,340.0,1-3-5-7-14-6-9*
766,1,9,17.0,6120.0,360.0,1-3-5-7-14-6-9*
153,1,10,23.0,580.0,25.217391304347824,1-3-11-10*
842,1,10,28.0,1830.0,65.35714285714286,1-2-5-3-11-10*
157,1,10,29.0,6740.0,232.41379310344828,1-4-3-5-7-9-10*
155,1,10,23.0,5840.0,253.91304347826087,1-2-5-14-7-9-10*
150,1,10,22.0,5840.0,265.45454545454544,1-2-5-14-6-9-10*
156,1,10,23.0,6170.0,268.2608695652174,1-3-5-14-7-9-10*
149,1,10,22.0,6170.0,280.45454545454544,1-3-5-7-9-10*
151,1,10,22.0,6170.0,280.45454545454544,1-3-5-14-6-9-10*
840,1,10,22.0,6170.0,280.45454545454544,1-3-5-14-7-9-10*
148,1,10,20.0,5840.0,292.0,1-2-5-7-9-10*
152,1,10,23.0,7450.0,323.9130434782609,1-2-5-7-14-6-9-10*
154,1,10,23.0,7700.0,334.7826086956522,1-3-5-7-14-6-9-10*
841,1,10,22.0,7700.0,350.0,1-3-5-7-14-6-9-10*
158,1,11,13.0,310.0,23.846153846153847,1-3-11*
160,1,11,20.0,480.0,24.0,1-4-3-11*
159,1,11,19.0,1400.0,73.6842105263158,1-2-5-3-11*
927,1,11,32.0,6580.0,205.625,1-2-5-14-6-9-10-11*
923,1,11,30.0,6580.0,219.33333333333334,1-2-5-7-9-10-11*
925,1,11,26.0,6580.0,253.07692307692307,1-2-5-14-7-9-10-11*
929,1,11,26.0,8210.0,315.7692307692308,1-2-5-7-14-6-9-10-11*
924,1,11,21.0,6940.0,330.4761904761905,1-3-5-7-9-10-11*
926,1,11,21.0,6940.0,330.4761904761905,1-3-5-14-7-9-10-11*
928,1,11,21.0,6940.0,330.4761904761905,1-3-5-14-6-9-10-11*
167,1,12,27.0,5460.0,202.22222222222223,1-2-5-14-6-9-12*
164,1,12,27.0,5750.0,212.96296296296296,1-3-5-7-9-12*
170,1,12,27.0,5750.0,212.96296296296296,1-3-5-14-6-9-12*
161,1,12,25.0,5460.0,218.4,1-2-5-7-9-12*
1017,1,12,27.0,6000.0,222.22222222222223,1-2-5-14-6-9-13-12*
1018,1,12,27.0,6290.0,232.96296296296296,1-3-5-7-9-13-12*
163,1,12,25.0,6000.0,240.0,1-2-5-7-9-13-12*
169,1,12,25.0,6000.0,240.0,1-2-5-14-6-9-13-12*
166,1,12,25.0,6290.0,251.6,1-3-5-7-9-13-12*
1019,1,12,27.0,7120.0,263.7037037037037,1-2-5-14-6-9-10-12*
1020,1,12,27.0,7450.0,275.9259259259259,1-3-5-7-9-10-12*
162,1,12,25.0,7120.0,284.8,1-2-5-7-9-10-12*
168,1,12,25.0,7120.0,284.8,1-2-5-14-6-9-10-12*
165,1,12,25.0,7450.0,298.0,1-3-5-7-9-10-12*
177,1,13,26.0,4820.0,185.3846153846154,1-2-5-14-7-9-13*
173,1,13,25.0,4820.0,192.8,1-2-5-14-6-9-13*
178,1,13,26.0,5110.0,196.53846153846155,1-3-5-14-7-9-13*
172,1,13,25.0,5110.0,204.4,1-3-5-7-9-13*
174,1,13,25.0,5110.0,204.4,1-3-5-14-6-9-13*
1079,1,13,25.0,5110.0,204.4,1-3-5-14-7-9-13*
171,1,13,23.0,4820.0,209.56521739130434,1-2-5-7-9-13*
179,1,13,27.0,6000.0,222.22222222222223,1-2-5-7-9-12-13*
180,1,13,27.0,6290.0,232.96296296296296,1-3-5-7-9-12-13*
1081,1,13,25.0,6000.0,240.0,1-2-5-14-6-9-12-13*
175,1,13,26.0,6370.0,245.0,1-2-5-7-14-6-9-13*
176,1,13,26.0,6580.0,253.07692307692307,1-3-5-7-14-6-9-13*
1080,1,13,25.0,6580.0,263.2,1-3-5-7-14-6-9-13*
185,1,14,17.0,1040.0,61.1764705882353,1-4-3-5-14*
183,1,14,10.0,800.0,80.0,1-3-5-14*
181,1,14,8.0,820.0,102.5,1-2-5-14*
1136,1,14,10.0,1280.0,128.0,1-3-5-7-14*
184,1,14,9.0,1280.0,142.22222222222223,1-3-5-7-14*
182,1,14,9.0,1380.0,153.33333333333334,1-2-5-7-14*
1139,1,14,41.0,6940.0,169.26829268292684,1-3-11-10-9-7-5-14*
186,1,14,9.0,1570.0,174.44444444444446,1-4-3-5-7-14*
187,1,14,43.0,7750.0,180.2325581395349,1-2-5-3-11-10-9-6-14*
189,1,14,44.0,9190.0,208.86363636363637,1-2-5-3-11-10-12-9-6-14*
1137,1,14,24.0,5910.0,246.25,1-2-5-7-9-6-14*
188,1,14,25.0,7750.0,310.0,1-2-5-3-11-10-9-7-14*
190,1,14,25.0,9190.0,367.6,1-2-5-3-11-10-12-9-7-14*
1138,1,14,10.0,6120.0,612.0,1-3-5-7-9-6-14*
289,2,3,12.0,620.0,51.666666666666664,2-1-4-3*
191,2,3,5.0,360.0,72.0,2-1-3*
192,2,3,7.0,580.0,82.85714285714286,2-5-3*
290,2,3,38.0,6550.0,172.3684210526316,2-5-7-9-10-11-3*
292,2,3,29.0,6550.0,225.86206896551724,2-5-14-6-9-10-11-3*
291,2,3,14.0,6550.0,467.85714285714283,2-5-14-7-9-10-11-3*
293,2,3,14.0,8100.0,578.5714285714286,2-5-7-14-6-9-10-11-3*
193,2,4,8.0,260.0,32.5,2-1-4*
194,2,4,9.0,620.0,68.88888888888889,2-1-3-4*
195,2,4,11.0,900.0,81.81818181818181,2-5-3-4*
386,2,4,16.0,1640.0,102.5,2-5-3-1-4*
196,2,4,14.0,1640.0,117.14285714285714,2-5-3-1-4*
197,2,5,3.0,360.0,120.0,2-5*
198,2,5,9.0,1280.0,142.22222222222223,2-1-3-5*
479,2,5,42.0,7750.0,184.52380952380952,2-1-3-11-10-9-6-14-5*
478,2,5,40.0,7750.0,193.75,2-1-3-11-10-9-7-5*
199,2,6,8.0,740.0,92.5,2-5-14-6*
200,2,6,9.0,1220.0,135.55555555555554,2-5-7-14-6*
201,2,6,14.0,1940.0,138.57142857142858,2-1-3-5-14-6*
205,2,6,39.0,6550.0,167.94871794871796,2-5-3-11-10-9-6*
581,2,6,14.0,2700.0,192.85714285714286,2-1-3-5-7-14-6*
207,2,6,40.0,7970.0,199.25,2-5-3-11-10-12-9-6*
203,2,6,23.0,4830.0,210.0,2-5-14-7-9-6*
586,2,6,45.0,9480.0,210.66666666666666,2-1-3-11-10-9-7-5-14-6*
582,2,6,20.0,4830.0,241.5,2-5-7-9-6*
202,2,6,9.0,2700.0,300.0,2-1-3-5-7-14-6*
204,2,6,23.0,7050.0,306.5217391304348,2-1-3-5-14-7-9-6*
206,2,6,25.0,8100.0,324.0,2-5-3-11-10-9-7-14-6*
208,2,6,25.0,9540.0,381.6,2-5-3-11-10-12-9-7-14-6*
583,2,6,12.0,4830.0,402.5,2-5-14-7-9-6*
584,2,6,14.0,7050.0,503.57142857142856,2-1-3-5-7-9-6*
585,2,6,14.0,7050.0,503.57142857142856,2-1-3-5-14-7-9-6*
210,2,7,8.0,740.0,92.5,2-5-14-7*
209,2,7,5.0,740.0,148.0,2-5-7*
213,2,7,40.0,6550.0,163.75,2-5-3-11-10-9-7*
211,2,7,11.0,1940.0,176.36363636363637,2-1-3-5-7*
645,2,7,11.0,1940.0,176.36363636363637,2-1-3-5-14-7*
215,2,7,41.0,7970.0,194.390243902439,2-5-3-11-10-12-9-7*
217,2,7,41.0,8540.0,208.29268292682926,2-5-3-11-10-12-13-9-7*
646,2,7,23.0,4830.0,210.0,2-5-14-6-9-7*
212,2,7,8.0,1940.0,242.5,2-1-3-5-14-7*
214,2,7,24.0,8100.0,337.5,2-5-3-11-10-9-6-14-7*
216,2,7,24.0,9540.0,397.5,2-5-3-11-10-12-9-6-14-7*
218,2,7,24.0,10120.0,421.6666666666667,2-5-3-11-10-12-13-9-6-14-7*
647,2,7,11.0,7050.0,640.9090909090909,2-1-3-5-14-6-9-7*
219,2,8,14.0,450.0,32.142857142857146,2-5-14-8*
220,2,8,15.0,860.0,57.333333333333336,2-5-7-14-8*
221,2,8,20.0,1430.0,71.5,2-1-3-5-14-8*
705,2,8,20.0,2120.0,106.0,2-1-3-5-7-14-8*
222,2,8,15.0,2120.0,141.33333333333334,2-1-3-5-7-14-8*
223,2,8,49.0,7030.0,143.46938775510205,2-5-3-11-10-9-6-14-8*
708,2,8,51.0,8260.0,161.9607843137255,2-1-3-11-10-9-7-5-14-8*
225,2,8,50.0,8450.0,169.0,2-5-3-11-10-12-9-6-14-8*
706,2,8,30.0,5260.0,175.33333333333334,2-5-7-9-6-14-8*
227,2,8,50.0,9020.0,180.4,2-5-3-11-10-12-13-9-6-14-8*
224,2,8,31.0,7030.0,226.7741935483871,2-5-3-11-10-9-7-14-8*
226,2,8,31.0,8450.0,272.5806451612903,2-5-3-11-10-12-9-7-14-8*
228,2,8,31.0,9020.0,290.96774193548384,2-5-3-11-10-12-13-9-7-14-8*
707,2,8,20.0,7540.0,377.0,2-1-3-5-7-9-6-14-8*
772,2,9,30.0,3290.0,109.66666666666667,2-1-3-11-10-9*
237,2,9,32.0,5100.0,159.375,2-5-3-11-10-9*
238,2,9,33.0,6500.0,196.96969696969697,2-5-3-11-10-12-9*
232,2,9,16.0,3470.0,216.875,2-5-14-7-9*
230,2,9,15.0,3470.0,231.33333333333334,2-5-14-6-9*
773,2,9,21.0,5100.0,242.85714285714286,2-5-3-11-10-9*
229,2,9,13.0,3470.0,266.9230769230769,2-5-7-9*
233,2,9,19.0,5410.0,284.7368421052632,2-1-3-5-7-9*
769,2,9,19.0,5410.0,284.7368421052632,2-1-3-5-14-6-9*
770,2,9,19.0,5410.0,284.7368421052632,2-1-3-5-14-7-9*
231,2,9,16.0,4830.0,301.875,2-5-7-14-6-9*
236,2,9,16.0,5410.0,338.125,2-1-3-5-14-7-9*
234,2,9,15.0,5410.0,360.6666666666667,2-1-3-5-14-6-9*
771,2,9,19.0,7050.0,371.05263157894734,2-1-3-5-7-14-6-9*
235,2,9,16.0,7050.0,440.625,2-1-3-5-7-14-6-9*
247,2,10,25.0,760.0,30.4,2-1-3-11-10*
248,2,10,27.0,1070.0,39.629629629629626,2-5-3-11-10*
846,2,10,26.0,1070.0,41.15384615384615,2-5-3-11-10*
242,2,10,21.0,4900.0,233.33333333333334,2-5-14-7-9-10*
240,2,10,20.0,4900.0,245.0,2-5-14-6-9-10*
239,2,10,18.0,4900.0,272.22222222222223,2-5-7-9-10*
243,2,10,24.0,6960.0,290.0,2-1-3-5-7-9-10*
843,2,10,24.0,6960.0,290.0,2-1-3-5-14-6-9-10*
844,2,10,24.0,6960.0,290.0,2-1-3-5-14-7-9-10*
241,2,10,21.0,6330.0,301.42857142857144,2-5-7-14-6-9-10*
246,2,10,21.0,6960.0,331.42857142857144,2-1-3-5-14-7-9-10*
244,2,10,20.0,6960.0,348.0,2-1-3-5-14-6-9-10*
845,2,10,24.0,8670.0,361.25,2-1-3-5-7-14-6-9-10*
245,2,10,21.0,8670.0,412.85714285714283,2-1-3-5-7-14-6-9-10*
249,2,11,15.0,450.0,30.0,2-1-3-11*
930,2,11,22.0,740.0,33.63636363636363,2-1-4-3-11*
250,2,11,17.0,680.0,40.0,2-5-3-11*
935,2,11,30.0,5620.0,187.33333333333334,2-5-14-6-9-10-11*
931,2,11,28.0,5620.0,200.71428571428572,2-5-7-9-10-11*
933,2,11,24.0,5620.0,234.16666666666666,2-5-14-7-9-10-11*
937,2,11,24.0,7070.0,294.5833333333333,2-5-7-14-6-9-10-11*
932,2,11,23.0,7750.0,336.95652173913044,2-1-3-5-7-9-10-11*
934,2,11,23.0,7750.0,336.95652173913044,2-1-3-5-14-7-9-10-11*
936,2,11,23.0,7750.0,336.95652173913044,2-1-3-5-14-6-9-10-11*
260,2,12,26.0,4540.0,174.6153846153846,2-5-14-7-9-12*
254,2,12,25.0,4540.0,181.6,2-5-14-6-9-12*
1023,2,12,26.0,5070.0,195.0,2-5-14-7-9-13-12*
251,2,12,23.0,4540.0,197.3913043478261,2-5-7-9-12*
